Rk,Unnamed: 1,Tm,Cap Hit,year
1641.0,Willie Snead,NOR,"$435,000",2015
,E.J. Bibbs,CLE,"$435,000",2015
,Jalen Collins,ATL,"$435,000",2015
,Raheem Mostert,3TM,"$435,000",2015
,Nikita Whitlock,NYG,"$435,000",2015
,Ryan Delaire,CAR,"$435,000",2015
,Quincy Enunwa,NYJ,"$435,000",2015
,Drew Nowak,SEA,"$435,000",2015
,Obum Gwacham,NOR,"$435,000",2015
,Travis Coons,CLE,"$435,000",2015
,John Crockett,GNB,"$435,000",2015
,Houston Bates,WAS,"$435,000",2015
,Jamie Meder,CLE,"$435,000",2015
,James Winchester,KAN,"$435,000",2015
,Terron Ward,ATL,"$435,000",2015
,Shaquil Barrett,DEN,"$435,000",2015
,Josh Walker,GNB,"$435,000",2015
,Kyle Brindza,TAM,"$435,000",2015
,Ronald Martin,NYJ,"$435,000",2015
,Vic Beasley,ATL,"$435,000",2015
,Deshazor Everett,WAS,"$435,000",2015
,Uani Unga,NYG,"$435,000",2015
,Josh Andrews,PHI,"$435,000",2015
,Mitchell Henry,DEN,"$435,000",2015
,Grady Jarrett,ATL,"$435,000",2015
,Bennie Fowler,DEN,"$435,000",2015
,Brent Qvale,NYJ,"$435,000",2015
,Jake Schum,TAM,"$435,000",2015
,Dashaun Phillips,WAS,"$435,000",2015
,T.Y. McGill,IND,"$435,000",2015
,Shayne Skov,SFO,"$435,000",2015
,Justin Coleman,NWE,"$435,000",2015
,Tevin Coleman,ATL,"$435,000",2015
,Harold Jones-Quartey,CHI,"$435,000",2015
,Robenson Therezie,ATL,"$435,000",2015
,Mike Purcell,SFO,"$435,000",2015
,Alejandro Villanueva,PIT,"$435,000",2015
,Ross Cockrell,PIT,"$435,000",2015
,Ricardo Allen,ATL,"$435,000",2015
,Rufus Johnson,NWE,"$435,000",2015
,Rashad Ross,WAS,"$435,000",2015
,Jerome Cunningham,NYG,"$435,000",2015
,Jeremiah Warren,TAM,"$435,000",2015
,Rick Lovato,GNB,"$435,000",2015
,Zach Hocker,2TM,"$435,000",2015
,Adam Humphries,TAM,"$435,000",2015
,Andrew Franks,MIA,"$435,000",2015
,Khari Lee,CHI,"$435,000",2015
,Matt Paradis,DEN,"$435,000",2015
,Brandon Coleman,NOR,"$435,000",2015
,Denzel Rice,PHI,"$435,000",2015
,Brian Parker,KAN,"$435,000",2015
,Roosevelt Nix,PIT,"$435,000",2015
,Sheldon Price,IND,"$435,000",2015
,James Ferentz,DEN,"$435,000",2015
,Terrance Magee,BAL,"$435,000",2015
,Justin Hardy,ATL,"$435,000",2015
,Carlos Fields,WAS,"$435,000",2015
,Matt Hazel,MIA,"$435,000",2015
,Jason Myers,JAX,"$435,000",2015
,Dion Bailey,2TM,"$435,000",2015
,Gabe Ikard,2TM,"$435,000",2015
,Kourtnei Brown,TAM,"$435,000",2015
,Zac Kerin,MIN,"$435,000",2015
,Charley Hughlett,CLE,"$435,000",2015
,Seth Roberts,OAK,"$435,000",2015
,Jordan Berry,PIT,"$435,000",2015
,Marcel Jensen,WAS,"$435,000",2015
,Anthony Harris,MIN,"$435,000",2015
,Earl Okine,IND,"$435,000",2015
,Michael Williams,NWE,"$435,000",2015
,Jared Abbrederis,GNB,"$435,000",2015
1713.0,Charles Gaines,CLE,"$410,475",2015
1714.0,Mark Nzeocha,DAL,"$409,793",2015
1715.0,Chandler Worthy,HOU,"$409,411",2015
1716.0,Trey Watts,STL,"$392,000",2015
1717.0,IK Enemkpali,BUF,"$390,000",2015
1718.0,Cornelius Washington,CHI,"$387,887",2015
1719.0,Ryan Griffin,HOU,"$381,611",2015
1720.0,Sam Barrington,GNB,"$374,191",2015
1721.0,David Molk,PHI,"$361,941",2015
1722.0,Chris Owens,NOR,"$348,000",2015
1723.0,Chris Davis,SFO,"$335,000",2015
1724.0,Anthony Denham,HOU,"$333,000",2015
1725.0,Cortland Finnegan,CAR,"$255,882",2015
1726.0,Kerwynn Williams,ARI,"$150,000",2015
1727.0,Robert McClain,CAR,"$131,470",2015
1728.0,Rontez Miles,NYJ,"$112,200",2015
,Rod Smith,2TM,"$112,200",2015
,Ed Reynolds,PHI,"$112,200",2015
,Kawann Short,CAR,"$112,200",2015
,Je'Ron Hamm,WAS,"$112,200",2015
,Justin Staples,TEN,"$112,200",2015
,Trey Williams,IND,"$112,200",2015
,Doug Worthington,STL,"$112,200",2015
,Rannell Hall,CLE,"$112,200",2015
,Tyreek Burwell,SDG,"$112,200",2015
,Kendall Gaskins,SFO,"$112,200",2015
,Justice Cunningham,STL,"$112,200",2015
,Mike Catapano,NYJ,"$112,200",2015
,Kevin Williams,NOR,"$112,200",2015
,L.J. Fort,PIT,"$112,200",2015
,Taiwan Jones,OAK,"$112,200",2015
,Keith Smith,DAL,"$112,200",2015
,Malcolm Brown,STL,"$112,200",2015
,Adrian Phillips,SDG,"$112,200",2015
,Terrance Plummer,WAS,"$112,200",2015
,Rico Richardson,TEN,"$112,200",2015
,Jordan Williams,MIA,"$112,200",2015
,C.B. Bryant,STL,"$112,200",2015
,Donteea Dye,TAM,"$112,200",2015
,Damion Square,SDG,"$112,200",2015
,Michael Ola,2TM,"$112,200",2015
,Kaelin Clay,BAL,"$112,200",2015
,Josh Shirley,TAM,"$112,200",2015
,Shelby Harris,OAK,"$112,200",2015
,Cameron Brate,TAM,"$112,200",2015
,Tevin McDonald,OAK,"$112,200",2015
,Wes Saxton,NYJ,"$112,200",2015
,Wesley Johnson,NYJ,"$112,200",2015
,Howard Jones,TAM,"$112,200",2015
,Greg Ducre,SDG,"$112,200",2015
,Reid Fragel,TAM,"$112,200",2015
,Andrew Tiller,SFO,"$112,200",2015
,Josh Keyes,TAM,"$112,200",2015
,Marcus Cromartie,SFO,"$112,200",2015
,Javontee Herndon,SDG,"$112,200",2015
,Robert Thomas,MIA,"$112,200",2015
,Jude Adjei-Barimah,TAM,"$112,200",2015
,Quinton Dunbar,WAS,"$112,200",2015
,Kasen Williams,SEA,"$112,200",2015
,Eric Pinkins,SEA,"$112,200",2015
,Josh Aubrey,TEN,"$112,200",2015
,Kevin Smith,SEA,"$112,200",2015
,Walt Powell,BUF,"$112,200",2015
,Randall Evans,PHI,"$112,200",2015
1777.0,Tre McBride,TEN,"$102,200",2015
