Rk,Player,Pos,Tm,City,Cap Hit,year
,Taron Johnson,CB,BUF,Buffalo,570000,2019
,River Cracraft,WR,DEN,Denver,570000,2019
,Darrel Williams,RB,KAN,Kansas City,570000,2019
,Poona Ford,DT,SEA,Seattle,570000,2019
,A.J. Moore,DB,HOU,Houston,570000,2019
,Charvarius Ward,DB,KAN,Kansas City,570000,2019
,KhaDarel Hodge,WR,CLE,Cleveland,570000,2019
,Will Redmond,CB,GNB,Green Bay,570000,2019
,Dennis Gardeck,LB,ARI,Arizona,570000,2019
,Kevin Toliver,DB,CHI,Chicago,570000,2019
,Garrett Gilbert,QB,CLE,Cleveland,570000,2019
,Tim Settle,DT,WAS,Washington,570000,2019
,Quenton Nelson,OG,IND,Indianapolis,570000,2019
,Breon Borders,CB,2TM,#N/A,570000,2019
,Kyzir White,S,LAC,Los Angeles,570000,2019
,Bradley Bozeman,C,BAL,Baltimore,570000,2019
,Daniel Carlson,K,OAK,Oakland,570000,2019
,Ogbonnia Okoronkwo,DE,LAR,Los Angeles,570000,2019
,Robert Foster,WR,BUF,Buffalo,570000,2019
,Eric Smith,OG,NYG,NY Giants,570000,2019
,Marcus Allen,S,PIT,Pittsburgh,570000,2019
,Jeff Wilson,RB,SFO,San Francisco,570000,2019
,Ryan Lewis,DB,3TM,#N/A,570000,2019
,John Kelly,RB,LAR,Los Angeles,570000,2019
,Chris Board,LB,BAL,Baltimore,570000,2019
,Deante Burton,WR,DAL,Dallas,570000,2019
,Dorance Armstrong,DE,DAL,Dallas,570000,2019
,Marcell Harris,S,SFO,San Francisco,570000,2019
,Matt Dickerson,DE,TEN,Tennessee,570000,2019
,Frankie Luvu,LB,NYJ,NY Jets,570000,2019
,De'Lance Turner,RB,MIA,Miami,570000,2019
,Trey Marshall,S,DEN,Denver,570000,2019
,Cethan Carter,TE,CIN,Cincinnati,570000,2019
,Mo Alie-Cox,TE,IND,Indianapolis,570000,2019
,Sam Darnold,QB,NYJ,NY Jets,570000,2019
,Craig James,CB,PHI,Philadelphia,570000,2019
,Johnny Mundt,TE,LAR,Los Angeles,570000,2019
,DaeSean Hamilton,WR,DEN,Denver,570000,2019
,Phillip Lindsay,RB,DEN,Denver,570000,2019
,Jalyn Holmes,DE,MIN,Minnesota,570000,2019
,Will Richardson,OT,JAX,Jacksonville,570000,2019
,Marcell Ateman,WR,OAK,Oakland,570000,2019
,Harrison Phillips,DT,BUF,Buffalo,570000,2019
,Roderick Johnson,OT,HOU,Houston,570000,2019
,Chris Odom,DE,WAS,Washington,570000,2019
,Darious Williams,CB,LAR,Los Angeles,570000,2019
,Kalen Ballage,RB,MIA,Miami,570000,2019
,Mike Ford,CB,DET,Detroit,570000,2019
,Olasunkanmi Adeniyi,DE,PIT,Pittsburgh,570000,2019
,Raven Greene,S,GNB,Green Bay,570000,2019
,Gus Edwards,RB,BAL,Baltimore,570000,2019
,Fadol Brown,DE,GNB,Green Bay,570000,2019
,Trey Quinn,WR,WAS,Washington,570000,2019
,Justin Jackson,RB,LAC,Los Angeles,570000,2019
,Will Clapp,C,NOR,New Orleans,570000,2019
,Jason Sanders,K,MIA,Miami,570000,2019
,Greg Joseph,K,TEN,Tennessee,570000,2019
,Richie James,WR,SFO,San Francisco,570000,2019
,Justin Murray,T,ARI,Arizona,570000,2019
,Troy Apke,S,WAS,Washington,570000,2019
,Nick Nelson,CB,OAK,Oakland,570000,2019
,Demone Harris,DE,2TM,#N/A,570000,2019
,Mike Boone,RB,MIN,Minnesota,570000,2019
,Jason Cabinda,ILB,DET,Detroit,570000,2019
,Jordan Whitehead,SS,TAM,Tampa,570000,2019
,Deon Yelder,TE,KAN,Kansas City,570000,2019
,Tim Boyle,QB,GNB,Green Bay,570000,2019
,Brett Maher,K,DAL,Dallas,570000,2019
,Marquez Valdes-Scantling,WR,GNB,Green Bay,570000,2019
,Tyrell Crosby,OT,DET,Detroit,570000,2019
,Auden Tate,WR,CIN,Cincinnati,570000,2019
,Ahmad Thomas,FS,ATL,Atlanta,570000,2019
,Jalen Davis,CB,ARI,Arizona,570000,2019
,D.J. Reed,CB,SFO,San Francisco,570000,2019
,Sean Harlow,OG,ATL,Atlanta,570000,2019
,Brandon Facyson,CB,LAC,Los Angeles,570000,2019
,Robert Tonyan,TE,GNB,Green Bay,570000,2019
,Alexander Johnson,LB,DEN,Denver,570000,2019
,Cornell Armstrong,CB,HOU,Houston,570000,2019
,Bilal Nichols,DT,CHI,Chicago,570000,2019
,Garrett Dickerson,TE,NYG,NY Giants,570000,2019
,Antonio Callaway,WR,CLE,Cleveland,570000,2019
,Chris Covington,LB,DAL,Dallas,570000,2019
,Trent Sherfield,WR,ARI,Arizona,570000,2019
,Jake Kumerow,WR,GNB,Green Bay,570000,2019
,Brandon Zylstra,WR,CAR,Carolina,570000,2019
,Josh Sweat,DE,PHI,Philadelphia,570000,2019
,Tra Carson,HB,2TM,#N/A,570000,2019
,Jordan Roos,OG,SEA,Seattle,570000,2019
,Matthew Adams,LB,IND,Indianapolis,570000,2019
,Korey Cunningham,OT,NWE,New England,570000,2019
,Chase Edmonds,RB,ARI,Arizona,570000,2019
,Jullian Taylor,DT,SFO,San Francisco,570000,2019
,Bradley Chubb,DE,DEN,Denver,570000,2019
,B.J. Bello,LB,NYJ,NY Jets,570000,2019
,Ricky Ortiz,FB,NOR,New Orleans,570000,2019
,Damion Ratley,WR,CLE,Cleveland,570000,2019
,Russell Gage,WR,ATL,Atlanta,570000,2019
,Joshua Kalu,CB,TEN,Tennessee,570000,2019
,Vyncint Smith,WR,NYJ,NY Jets,570000,2019
,Tavierre Thomas,DB,CLE,Cleveland,570000,2019
,Mike McGlinchey,OT,SFO,San Francisco,570000,2019
,JK Scott,P,GNB,Green Bay,570000,2019
,Siran Neal,CB,BUF,Buffalo,570000,2019
,Corey Bojorquez,P,BUF,Buffalo,570000,2019
,Logan Cooke,P,JAX,Jacksonville,570000,2019
,Dan Arnold,WR,2TM,#N/A,570000,2019
,Darius Phillips,CB,CIN,Cincinnati,570000,2019
,Sharif Finch,LB,TEN,Tennessee,570000,2019
,Jordan Wilkins,RB,IND,Indianapolis,570000,2019
,Ifeadi Odenigbo,DE,MIN,Minnesota,570000,2019
,Isaiah Ford,WR,MIA,Miami,570000,2019
,Andre Smith,ILB,CAR,Carolina,570000,2019
,Evan Brown,C,2TM,#N/A,570000,2019
,Baker Mayfield,QB,CLE,Cleveland,570000,2019
,Levi Wallace,CB,BUF,Buffalo,570000,2019
,Ian Thomas,TE,CAR,Carolina,570000,2019
,Natrell Jamerson,FS,CAR,Carolina,570000,2019
,Cassanova McKinzy,LB,WAS,Washington,570000,2019
,Will Dissly,TE,SEA,Seattle,570000,2019
,Kylie Fitts,DE,ARI,Arizona,570000,2019
,Jason Vander Laan,TE,NOR,New Orleans,570000,2019
,Jermaine Grace,LB,ATL,Atlanta,570000,2019
,Tyler Lancaster,DL,GNB,Green Bay,570000,2019
,Tre Herndon,CB,JAX,Jacksonville,570000,2019
,Joel Iyiegbuniwe,LB,CHI,Chicago,570000,2019
,Colby Wadman,P,DEN,Denver,570000,2019
,Sean Chandler,FS,NYG,NY Giants,570000,2019
,Avery Moss,DE,MIA,Miami,570000,2019
,Sebastian Joseph,DT,LAR,Los Angeles,570000,2019
,Armani Watts,FS,KAN,Kansas City,570000,2019
,Dalton Schultz,TE,DAL,Dallas,570000,2019
,Dalyn Dawkins,RB,TEN,Tennessee,570000,2019
,Josey Jewell,ILB,DEN,Denver,570000,2019
,Kevin Peterson,CB,ARI,Arizona,570000,2019
,Austin Calitro,LB,JAX,Jacksonville,570000,2019
,Genard Avery,LB,2TM,#N/A,570000,2019
,Marquis Haynes,OLB,CAR,Carolina,570000,2019
,Hunter Bradley,LS,GNB,Green Bay,570000,2019
,Devante Downs,LB,2TM,#N/A,570000,2019
,Josh Adams,RB,NYJ,NY Jets,570000,2019
,Matt Pryor,OT,PHI,Philadelphia,570000,2019
,Shaquem Griffin,OLB,SEA,Seattle,570000,2019
,Ito Smith,RB,ATL,Atlanta,570000,2019
,Chad Beebe,WR,MIN,Minnesota,570000,2019
,Leon Jacobs,OLB,JAX,Jacksonville,570000,2019
,Nick Mullens,QB,SFO,San Francisco,570000,2019
,Zach Pascal,WR,IND,Indianapolis,570000,2019
,Ryan Neal,DB,SEA,Seattle,570000,2019
,Ike Boettger,G,BUF,Buffalo,570000,2019
,Taybor Pepper,LS,MIA,Miami,570000,2019
,Steve Longa,OLB,DET,Detroit,570000,2019
,Danny Johnson,CB,WAS,Washington,570000,2019
,Ben Niemann,LB,KAN,Kansas City,570000,2019
,Keith Kirkwood,WR,NOR,New Orleans,570000,2019
,Andrew Wylie,T,KAN,Kansas City,570000,2019
,Aaron Stinnie,G,2TM,#N/A,570000,2019
,Zeke Turner,S,ARI,Arizona,570000,2019
,Marcus Johnson,WR,IND,Indianapolis,570000,2019
,Zach Sieler,DE,2TM,#N/A,570000,2019
,James Crawford,LB,MIA,Miami,570000,2019
,Jermaine Carter,LB,CAR,Carolina,570000,2019
,Scott Quessenberry,C,LAC,Los Angeles,570000,2019
,Jack Cichy,ILB,TAM,Tampa,570000,2019
,Brian Allen,C,LAR,Los Angeles,570000,2019
,Nyheim Hines,RB,IND,Indianapolis,570000,2019
,Tony Brown,CB,GNB,Green Bay,570000,2019
,Da'Shawn Hand,DE,DET,Detroit,570000,2019
,Tae Davis,LB,2TM,#N/A,570000,2019
,Jamil Demby,OT,LAR,Los Angeles,570000,2019
,Taylor Stallworth,DT,NOR,New Orleans,570000,2019
,Shaun Dion Hamilton,LB,WAS,Washington,570000,2019
,Avonte Maddox,CB,PHI,Philadelphia,570000,2019
,Trenton Cannon,RB,NYJ,NY Jets,570000,2019
,Chris Herndon,TE,NYJ,NY Jets,570000,2019
,Ross Dwelley,TE,SFO,San Francisco,570000,2019
,Foyesade Oluokun,S,ATL,Atlanta,570000,2019
,Dontrell Hilliard,RB,CLE,Cleveland,570000,2019
,Ja'Whaun Bentley,ILB,NWE,New England,570000,2019
,Justin Watson,WR,TAM,Tampa,570000,2019
,Mitchell Loewen,DE,NOR,New Orleans,570000,2019
,Keke Coutee,WR,HOU,Houston,570000,2019
,Anthony Averett,CB,BAL,Baltimore,570000,2019
,Kenny Young,LB,2TM,#N/A,570000,2019
,Chandon Sullivan,CB,GNB,Green Bay,570000,2019
,Trevor Daniel,P,HOU,Houston,570000,2019
,Corey Thompson,LB,BUF,Buffalo,570000,2019
,Peter Kalambayi,LB,HOU,Houston,570000,2019
,Tremon Smith,,2TM,#N/A,570000,2019
,Alex Light,T,GNB,Green Bay,570000,2019
,Da'Mari Scott,WR,NYG,NY Giants,570000,2019
,Luke Falk,QB,NYJ,NY Jets,570000,2019
,Parry Nickerson,CB,JAX,Jacksonville,570000,2019
,Gehrig Dieter,WR,KAN,Kansas City,570000,2019
,Pete Robertson,LB,ARI,Arizona,570000,2019
,Trent Sieg,LS,OAK,Oakland,570000,2019
,Pat O'Connor,DE,TAM,Tampa,570000,2019
,Bruce Hector,DT,PHI,Philadelphia,570000,2019
,Justin Zimmer,DT,CLE,Cleveland,570000,2019
,George Odum,S,IND,Indianapolis,570000,2019
,Jacob Martin,LB,HOU,Houston,570000,2019
,Jamal Carter,S,ATL,Atlanta,570000,2019
,J.T. Gray,DB,NOR,New Orleans,570000,2019
,Devaroe Lawrence,DL,CLE,Cleveland,570000,2019
,J.C. Jackson,DB,NWE,New England,570000,2019
,Jaylen Samuels,RB,PIT,Pittsburgh,570000,2019
,DeShon Elliott,SS,BAL,Baltimore,570000,2019
,Javon Wims,WR,CHI,Chicago,570000,2019
,Durham Smythe,TE,MIA,Miami,570000,2019
,Davontae Harris,CB,DEN,Denver,570000,2019
,Dee Delaney,CB,WAS,Washington,570000,2019
,Anthony Firkser,TE,TEN,Tennessee,570000,2019
,Keion Crossen,CB,HOU,Houston,570000,2019
,Dee Virgin,CB,DET,Detroit,570000,2019
,Wyatt Teller,OG,CLE,Cleveland,570000,2019
,Josh Allen,QB,BUF,Buffalo,570000,2019
,Jordan Thomas,TE,HOU,Houston,570000,2019
,Mason Cole,C,ARI,Arizona,570000,2019
,Deontay Burnett,WR,PHI,Philadelphia,570000,2019
,Reggie Gilbert,LB,TEN,Tennessee,570000,2019
,Tyler Conklin,TE,MIN,Minnesota,570000,2019
,Tanner Hudson,TE,TAM,Tampa,570000,2019
,Isaac Yiadom,CB,DEN,Denver,570000,2019
,Ben Braden,OG,NYJ,NY Jets,570000,2019
,Maurice Hurst,DT,OAK,Oakland,570000,2019
,Jeremiah Valoaga,DE,SFO,San Francisco,570000,2019
1584,Jahlani Tavai,LB,DET,Detroit,495000,2019
,Bennett Jackson,CB,2TM,#N/A,495000,2019
,Andrew Beck,TE,DEN,Denver,495000,2019
,Jonathan Ledbetter,DE,MIA,Miami,495000,2019
,Nick Allegretti,G,KAN,Kansas City,495000,2019
,Mack Wilson,LB,CLE,Cleveland,495000,2019
,Braxton Berrios,WR,NYJ,NY Jets,495000,2019
,Isaiah Buggs,DL,PIT,Pittsburgh,495000,2019
,Malik Reed,LB,DEN,Denver,495000,2019
,Codey McElroy,WR,TAM,Tampa,495000,2019
,Nick Gates,OT,NYG,NY Giants,495000,2019
,Isaac Nauta,TE,DET,Detroit,495000,2019
,Kelvin Harmon,WR,WAS,Washington,495000,2019
,Jarrett Stidham,QB,NWE,New England,495000,2019
,Clelin Ferrell,EDGE,OAK,Oakland,495000,2019
,Deandre Baker,CB,NYG,NY Giants,495000,2019
,Chris Lacy,WR,DET,Detroit,495000,2019
,Drew Forbes,OT,CLE,Cleveland,495000,2019
,Cyril Grayson,WR,TAM,Tampa,495000,2019
,Joey Slye,K,CAR,Carolina,495000,2019
,Cody Barton,LB,SEA,Seattle,495000,2019
,Ed Oliver,DL,BUF,Buffalo,495000,2019
,Shakial Taylor,CB,IND,Indianapolis,495000,2019
,Andrew Brown,DE,CIN,Cincinnati,495000,2019
,Jordan Chunn,RB,DAL,Dallas,495000,2019
,Deebo Samuel,WR,SFO,San Francisco,495000,2019
,Tevin Jones,WR,PIT,Pittsburgh,495000,2019
,Matthew Orzech,TE,JAX,Jacksonville,495000,2019
,Jordan Scarlett,RB,CAR,Carolina,495000,2019
,Saquan Hampton,S,NOR,New Orleans,495000,2019
,Jomal Wiltz,DB,MIA,Miami,495000,2019
,J.P. Holtz,TE,2TM,#N/A,495000,2019
,Juan Thornhill,S,KAN,Kansas City,495000,2019
,Anthony Nelson,DL,TAM,Tampa,495000,2019
,Michael Deiter,OL,MIA,Miami,495000,2019
,Zach Triner,LS,TAM,Tampa,495000,2019
,Trace McSorley,QB,BAL,Baltimore,495000,2019
,Diontae Johnson,WR,PIT,Pittsburgh,495000,2019
,Will Harris,S,DET,Detroit,495000,2019
,Brandon Dillon,TE,MIN,Minnesota,495000,2019
,Kris Boyd,CB,MIN,Minnesota,495000,2019
,John Ursua,WR,SEA,Seattle,495000,2019
,Christian Miller,EDGE,CAR,Carolina,495000,2019
,Xavier Crawford,CB,2TM,#N/A,495000,2019
,Steven Sims,WR,WAS,Washington,495000,2019
,Dare Ogunbowale,RB,TAM,Tampa,495000,2019
,Chris Lammons,DB,MIA,Miami,495000,2019
,Hale Hentges,TE,WAS,Washington,495000,2019
,Germaine Pratt,LB,CIN,Cincinnati,495000,2019
,Wes Martin,G,WAS,Washington,495000,2019
,Blake Cashman,LB,NYJ,NY Jets,495000,2019
,Nick Bawden,RB,DET,Detroit,495000,2019
,Gunner Olszewski,WR,NWE,New England,495000,2019
,Marvell Tell,S,IND,Indianapolis,495000,2019
,Fred Brown,WR,DEN,Denver,495000,2019
,Travis Fulgham,WR,DET,Detroit,495000,2019
,Miles Sanders,RB,PHI,Philadelphia,495000,2019
,Emmanuel Moseley,CB,SFO,San Francisco,495000,2019
,Daniel Brunskill,OT,SFO,San Francisco,495000,2019
,Kyler Murray,QB,ARI,Arizona,495000,2019
,Kingsley Keke,DL,GNB,Green Bay,495000,2019
,Chase Winovich,EDGE,NWE,New England,495000,2019
,Chris Peace,DE,2TM,#N/A,495000,2019
,Drew Lock,QB,DEN,Denver,495000,2019
,Brian Burns,EDGE,CAR,Carolina,495000,2019
,Nsimba Webster,WR,LAR,Los Angeles,495000,2019
,Deonte Harris,WR,NOR,New Orleans,495000,2019
,Linden Stephens,CB,MIA,Miami,495000,2019
,Deon Cain,WR,2TM,#N/A,495000,2019
,Dalton Risner,OL,DEN,Denver,495000,2019
,Andrew Van Ginkel,LB,MIA,Miami,495000,2019
,Jake Rodgers,T,DEN,Denver,495000,2019
,Jaeden Graham,TE,ATL,Atlanta,495000,2019
,Frank Herron,DL,DET,Detroit,495000,2019
,Isaiah Prince,OL,MIA,Miami,495000,2019
,Kahzin Daniels,LB,TAM,Tampa,495000,2019
,Robert Jackson,CB,CLE,Cleveland,495000,2019
,Troy Fumagalli,TE,DEN,Denver,495000,2019
,Khalen Saunders,DT,KAN,Kansas City,495000,2019
,Steven Parker,DB,MIA,Miami,495000,2019
,Myles Gaskin,RB,MIA,Miami,495000,2019
,Diontae Spencer,WR,DEN,Denver,495000,2019
,David Long,LB,TEN,Tennessee,495000,2019
,Drue Tranquill,LB,LAC,Los Angeles,495000,2019
,Jamie Gillan,P,CLE,Cleveland,495000,2019
,Trevon Wesco,TE,NYJ,NY Jets,495000,2019
,Ryan Connelly,LB,NYG,NY Giants,495000,2019
,Renell Wren,DL,CIN,Cincinnati,495000,2019
,KeeSean Johnson,WR,ARI,Arizona,495000,2019
,Byron Cowart,DL,NWE,New England,495000,2019
,Jordan Kunaszyk,LB,CAR,Carolina,495000,2019
,Montez Sweat,EDGE,WAS,Washington,495000,2019
,Darius Slayton,WR,NYG,NY Giants,495000,2019
,John Franklin,DB,TAM,Tampa,495000,2019
,Jimmy Moreland,CB,WAS,Washington,495000,2019
,Amani Oruwariye,CB,DET,Detroit,495000,2019
,Erik McCoy,OL,NOR,New Orleans,495000,2019
,Greg Gaines,DL,LAR,Los Angeles,495000,2019
,Rashard Davis,WR,TEN,Tennessee,495000,2019
,Natrez Patrick,LB,LAR,Los Angeles,495000,2019
,Sean Murphy-Bunting,CB,TAM,Tampa,495000,2019
,Jester Weah,WR,WAS,Washington,495000,2019
,Nick Scott,S,LAR,Los Angeles,495000,2019
,D'Ernest Johnson,RB,CLE,Cleveland,495000,2019
,Coleman Shelton,C,LAR,Los Angeles,495000,2019
,Trent Harris,DL,MIA,Miami,495000,2019
,Jonathan Wynn,DE,DET,Detroit,495000,2019
,Andre Dillard,OL,PHI,Philadelphia,495000,2019
,Kentavius Street,DT,SFO,San Francisco,495000,2019
,Isaiah Mack,DT,TEN,Tennessee,495000,2019
,Ryan Finley,QB,CIN,Cincinnati,495000,2019
,Jeffery Simmons,DL,TEN,Tennessee,495000,2019
,Sione Takitaki,LB,CLE,Cleveland,495000,2019
,Jamarco Jones,OT,SEA,Seattle,495000,2019
,Dennis Daley,OL,CAR,Carolina,495000,2019
,Roderic Teamer,S,LAC,Los Angeles,495000,2019
,Mark Walton,RB,MIA,Miami,495000,2019
,Cedrick Wilson,WR,DAL,Dallas,495000,2019
,Devine Ozigbo,RB,JAX,Jacksonville,495000,2019
,T.J. Hockenson,TE,DET,Detroit,495000,2019
,Jalen Thompson,,ARI,Arizona,495000,2019
,Chauncey Gardner-Johnson,S,NOR,New Orleans,495000,2019
,Austin Schlottmann,G,DEN,Denver,495000,2019
,Andrew Wingard,S,JAX,Jacksonville,495000,2019
,Marquise Blair,S,SEA,Seattle,495000,2019
,Gary Jennings,WR,MIA,Miami,495000,2019
,Luke Gifford,LB,DAL,Dallas,495000,2019
,Ken Webster,CB,MIA,Miami,495000,2019
,Darvin Kidsy,WR,WAS,Washington,495000,2019
,Jacob Tuioti-Mariner,DT,ATL,Atlanta,495000,2019
,Patrick Mekari,G,BAL,Baltimore,495000,2019
,Blessuan Austin,CB,NYJ,NY Jets,495000,2019
,Jordan Miller,CB,ATL,Atlanta,495000,2019
,Greedy Williams,CB,CLE,Cleveland,495000,2019
,Tuzar Skipper,LB,NYG,NY Giants,495000,2019
,Byron Pringle,WR,KAN,Kansas City,495000,2019
,Hercules Mata'afa,DE,MIN,Minnesota,495000,2019
,Ryan Izzo,TE,NWE,New England,495000,2019
,Quincy Williams,,JAX,Jacksonville,495000,2019
,Charles Omenihu,DL,HOU,Houston,495000,2019
,Dallin Leavitt,S,OAK,Oakland,495000,2019
,Samuel Eguavoen,LB,MIA,Miami,495000,2019
,Kyle Allen,QB,CAR,Carolina,495000,2019
,Cole Holcomb,LB,WAS,Washington,495000,2019
,Mitch Wishnowsky,P,SFO,San Francisco,495000,2019
,C.J. Board,WR,JAX,Jacksonville,495000,2019
,David Long,CB,LAR,Los Angeles,495000,2019
,Cullen Gillaspia,RB,HOU,Houston,495000,2019
,Olamide Zaccheaus,WR,ATL,Atlanta,495000,2019
,Trey Pipkins,OT,LAC,Los Angeles,495000,2019
,Darrell Henderson,RB,LAR,Los Angeles,495000,2019
,James Vaughters,LB,CHI,Chicago,495000,2019
,Steven Mitchell,WR,HOU,Houston,495000,2019
,Khari Willis,S,IND,Indianapolis,495000,2019
,Drew Sample,TE,CIN,Cincinnati,495000,2019
,Darwin Thompson,RB,KAN,Kansas City,495000,2019
,Miles Brown,DT,ARI,Arizona,495000,2019
,Andre James,T,OAK,Oakland,495000,2019
,Bo Scarbrough,RB,DET,Detroit,495000,2019
,Zach Allen,DL,ARI,Arizona,495000,2019
,Trayvon Mullen,CB,OAK,Oakland,495000,2019
,Nate Davis,OL,TEN,Tennessee,495000,2019
,Chris Lindstrom,OL,ATL,Atlanta,495000,2019
,Tytus Howard,,HOU,Houston,495000,2019
,Noah Fant,TE,DEN,Denver,495000,2019
,Darryl Johnson,DE,BUF,Buffalo,495000,2019
,Brady Sheldon,LB,CIN,Cincinnati,495000,2019
,Keisean Nixon,CB,OAK,Oakland,495000,2019
,Shy Tuttle,DL,NOR,New Orleans,495000,2019
,Jake Bailey,P,NWE,New England,495000,2019
,Cam Sims,WR,WAS,Washington,495000,2019
,Corey Ballentine,CB,NYG,NY Giants,495000,2019
,Patrick Laird,RB,MIA,Miami,495000,2019
,Andy Isabella,WR,ARI,Arizona,495000,2019
,David Montgomery,RB,CHI,Chicago,495000,2019
,Dre'Mont Jones,DL,DEN,Denver,495000,2019
,Qadree Ollison,RB,ATL,Atlanta,495000,2019
,David Edwards,OL,LAR,Los Angeles,495000,2019
,Joe Jackson,EDGE,DAL,Dallas,495000,2019
,Dakota Allen,LB,2TM,#N/A,495000,2019
,Michael Jordan,OL,CIN,Cincinnati,495000,2019
,Jonathan Owens,S,HOU,Houston,495000,2019
,Kasey Redfern,P,ATL,Atlanta,495000,2019
,Ugochukwu Amadi,S,SEA,Seattle,495000,2019
,Juwann Winfree,WR,DEN,Denver,495000,2019
,Benny Snell,,PIT,Pittsburgh,495000,2019
,Greg Little,OL,CAR,Carolina,495000,2019
,Amani Hooker,S,TEN,Tennessee,495000,2019
,Jerry Tillery,DL,LAC,Los Angeles,495000,2019
,Fred Johnson,G,CIN,Cincinnati,495000,2019
,Dwayne Haskins,QB,WAS,Washington,495000,2019
,Shareef Miller,EDGE,PHI,Philadelphia,495000,2019
,Duke Williams,WR,BUF,Buffalo,495000,2019
,Dan Skipper,OT,2TM,#N/A,495000,2019
,Bobby Okereke,LB,IND,Indianapolis,495000,2019
,Quinnen Williams,DL,NYJ,NY Jets,495000,2019
,Emeke Egbule,LB,LAC,Los Angeles,495000,2019
,Michael Jackson,CB,DET,Detroit,495000,2019
,Beau Benzschawel,G,DET,Detroit,495000,2019
,Ryan Nall,RB,CHI,Chicago,495000,2019
,Ben Burr-Kirven,LB,SEA,Seattle,495000,2019
,Joe Giles-Harris,LB,JAX,Jacksonville,495000,2019
,Nick Bosa,EDGE,SFO,San Francisco,495000,2019
,Brad Lundblade,C,CAR,Carolina,495000,2019
,Jaylon Ferguson,DE,BAL,Baltimore,495000,2019
,Jakobi Meyers,WR,NWE,New England,495000,2019
,Kerrith Whyte,RB,PIT,Pittsburgh,495000,2019
,Tony Pollard,RB,DAL,Dallas,495000,2019
,Joejuan Williams,CB,NWE,New England,495000,2019
,Jawaan Taylor,OL,JAX,Jacksonville,495000,2019
,A.J. Brown,WR,TEN,Tennessee,495000,2019
,Trayveon Williams,RB,CIN,Cincinnati,495000,2019
,Trysten Hill,DL,DAL,Dallas,495000,2019
,Daniel Ekuale,DL,CLE,Cleveland,495000,2019
,Marquise Brown,WR,BAL,Baltimore,495000,2019
,Taylor Rapp,S,LAR,Los Angeles,495000,2019
,Rico Gafford,WR,OAK,Oakland,495000,2019
,Elgton Jenkins,OL,GNB,Green Bay,495000,2019
,Matt Gay,K,TAM,Tampa,495000,2019
,L.J. Collier,DL,SEA,Seattle,495000,2019
,Jaleel Scott,WR,BAL,Baltimore,495000,2019
,Travin Howard,OLB,LAR,Los Angeles,495000,2019
,Devin Bush,LB,PIT,Pittsburgh,495000,2019
,Mark Fields,CB,MIN,Minnesota,495000,2019
,Parris Campbell,WR,IND,Indianapolis,495000,2019
,Joshua Miles,OT,ARI,Arizona,495000,2019
,Chandler Cox,RB,MIA,Miami,495000,2019
,Nasir Adderley,S,LAC,Los Angeles,495000,2019
,Bryan Mone,DT,SEA,Seattle,495000,2019
,Josh Oliver,TE,JAX,Jacksonville,495000,2019
,Dexter Lawrence,DL,NYG,NY Giants,495000,2019
,Chuma Edoga,OL,NYJ,NY Jets,495000,2019
,Patrick Morris,C,DEN,Denver,495000,2019
,Max Scharping,OT,HOU,Houston,495000,2019
,Travis Homer,RB,SEA,Seattle,495000,2019
,John Cominsky,DE,ATL,Atlanta,495000,2019
,Austin Seibert,K,CLE,Cleveland,495000,2019
,Damien Harris,RB,NWE,New England,495000,2019
,Reggie Bonnafon,RB,CAR,Carolina,495000,2019
,Riley Ridley,WR,CHI,Chicago,495000,2019
,Darrius Shepherd,WR,GNB,Green Bay,495000,2019
,Dawson Knox,TE,BUF,Buffalo,495000,2019
,Rock Ya-Sin,CB,IND,Indianapolis,495000,2019
,Miles Boykin,WR,BAL,Baltimore,495000,2019
,Ryan Hunter,T,KAN,Kansas City,495000,2019
,Ty Johnson,RB,DET,Detroit,495000,2019
,Johnathan Abram,S,OAK,Oakland,495000,2019
,Scott Miller,WR,TAM,Tampa,495000,2019
,Devin Singletary,RB,BUF,Buffalo,495000,2019
,Joey Ivie,DT,2TM,#N/A,495000,2019
,Dontavius Russell,DL,JAX,Jacksonville,495000,2019
,Will Grier,QB,CAR,Carolina,495000,2019
,Preston Williams,WR,MIA,Miami,495000,2019
,Allen Lazard,WR,GNB,Green Bay,495000,2019
,Mike Edwards,S,TAM,Tampa,495000,2019
,Ryan Santoso,P,TEN,Tennessee,495000,2019
,Josh Allen,EDGE,JAX,Jacksonville,495000,2019
,Krishawn Hogan,WR,NOR,New Orleans,495000,2019
,Kaden Elliss,LB,NOR,New Orleans,495000,2019
,Brandin Bryant,DL,CLE,Cleveland,495000,2019
,Abdullah Anderson,DT,CHI,Chicago,495000,2019
,David Blough,QB,DET,Detroit,495000,2019
,Jace Sternberger,TE,GNB,Green Bay,495000,2019
,Cole Luke,CB,CAR,Carolina,495000,2019
,Shaq Calhoun,G,MIA,Miami,495000,2019
,D.K. Metcalf,WR,SEA,Seattle,495000,2019
,Garrett Bradbury,OL,MIN,Minnesota,495000,2019
,Eddy Pineiro,K,CHI,Chicago,495000,2019
,Quentin Poling,LB,OAK,Oakland,495000,2019
,Alec Ingold,FB,OAK,Oakland,495000,2019
,Gardner Minshew,QB,JAX,Jacksonville,495000,2019
,Carl Granderson,DE,NOR,New Orleans,495000,2019
,Cortez Broughton,DL,LAC,Los Angeles,495000,2019
