Rk,Player,Pos,Tm,Salary
524.0,Preston Smith,DE,WAS,"$1,223,094"
525.0,Mark Glowinski,OG,IND,"$1,219,000"
526.0,Vernon Butler,DT,CAR,"$1,213,319"
527.0,Eddie Goldman,DT,CHI,"$1,210,407"
528.0,Germain Ifedi,OT,SEA,"$1,201,373"
529.0,Chris Jones,P,DAL,"$1,200,000"
,Matt Slater,WR,NWE,"$1,200,000"
,Darrius Heyward-Bey,WR,PIT,"$1,200,000"
,Julian Stanford,LB,BUF,"$1,200,000"
,Nate Ebner,DB,NWE,"$1,200,000"
534.0,Benardrick McKinney,ILB,HOU,"$1,163,880"
535.0,Marshon Lattimore,CB,NOR,"$1,163,162"
536.0,Donovan Smith,OT,TAM,"$1,162,571"
537.0,Russell Bodine,OG,BUF,"$1,150,000"
,Darren Fells,TE,CLE,"$1,150,000"
,Reggie Nelson,DB,OAK,"$1,150,000"
,Derek Carrier,WR,OAK,"$1,150,000"
,Linval Joseph,DT,MIN,"$1,150,000"
542.0,Eric Kendricks,ILB,MIN,"$1,138,080"
543.0,Ben Watson,TE,NOR,"$1,105,000"
544.0,Eric Rowe,CB,NWE,"$1,100,435"
545.0,Cassius Marsh,DE,SFO,"$1,100,000"
,Colin Jones,DB,CAR,"$1,100,000"
,Matt Bryant,K,ATL,"$1,100,000"
,Lane Taylor,G,GNB,"$1,100,000"
,Dennis Kelly,OT,TEN,"$1,100,000"
,Beau Brinkley,"LS,TE",TEN,"$1,100,000"
,Michael Thomas,S,NYG,"$1,100,000"
,Aaron Rodgers,QB,GNB,"$1,100,000"
,Sherrick McManis,DB,CHI,"$1,100,000"
554.0,Deshaun Watson,QB,HOU,"$1,094,740"
555.0,Phillip Dorsett,WR,NWE,"$1,094,373"
556.0,Damarious Randall,FS,CLE,"$1,090,381"
557.0,Devin Funchess,WR,CAR,"$1,087,850"
558.0,Stephone Anthony,ILB,MIA,"$1,087,150"
559.0,Haason Reddick,OLB,ARI,"$1,077,635"
560.0,Emmanuel Ogbah,DE,CLE,"$1,050,876"
561.0,Marcus Sherels,DB,MIN,"$1,050,000"
,Marcedes Lewis,TE,GNB,"$1,050,000"
,Josh Adams,RB,PHI,"$1,050,000"
,Christian Jones,ILB,DET,"$1,050,000"
,Eli Manning,QB,NYG,"$1,050,000"
,Dekoda Watson,LB,SFO,"$1,050,000"
567.0,Derek Barnett,DE,PHI,"$1,049,126"
568.0,Denzel Perryman,ILB,LAC,"$1,048,836"
569.0,Mitch Morse,OT,KAN,"$1,047,239"
570.0,Jaylon Smith,OLB,DAL,"$1,040,452"
571.0,Malik Hooker,FS,IND,"$1,037,723"
572.0,Jordan Phillips,DT,2TM,"$1,029,942"
573.0,Myles Jack,OLB,JAX,"$1,025,858"
574.0,Jaquiski Tartt,SS,SFO,"$1,021,865"
575.0,John Greco,T,NYG,"$1,015,000"
,Frank Gore,RB,MIA,"$1,015,000"
,Sebastian Janikowski,K,SEA,"$1,015,000"
,John Denney,DE-C,MIA,"$1,015,000"
,Adam Jones,DB,DEN,"$1,015,000"
,Andrew Whitworth,T,LAR,"$1,015,000"
,Andy Lee,P,ARI,"$1,015,000"
,Matt Cassel,QB,DET,"$1,015,000"
,Mike Nugent,K,OAK,"$1,015,000"
,Garrison Sanborn,C,TAM,"$1,015,000"
,Frostee Rucker,DE,OAK,"$1,015,000"
,Corey Graham,DB,PHI,"$1,015,000"
,Darren Sproles,RB,PHI,"$1,015,000"
,Don Muhlbach,C,DET,"$1,015,000"
,Dominique Rodgers-Cromartie,DB,OAK,"$1,015,000"
,Chad Henne,QB,KAN,"$1,015,000"
,Haloti Ngata,DT,PHI,"$1,015,000"
,Dustin Colquitt,P,KAN,"$1,015,000"
,Josh Sitton,G,MIA,"$1,015,000"
,Clark Harris,TE,CIN,"$1,015,000"
,Greg Olsen,TE,CAR,"$1,015,000"
,L.P. Ladouceur,LS,DAL,"$1,015,000"
,Adrian Peterson,RB,WAS,"$1,015,000"
,Zak DeOssie,LB,NYG,"$1,015,000"
599.0,Ronald Darby,CB,PHI,"$1,008,139"
600.0,Xavien Howard,CB,MIA,"$1,007,094"
601.0,Marlon Humphrey,CB,BAL,"$1,003,522"
602.0,Carlos Dunlap,DE,CIN,"$1,000,000"
,Matt Slauson,G,IND,"$1,000,000"
,Kevin Pamphile,OT,TEN,"$1,000,000"
,Da'Norris Searcy,DB,CAR,"$1,000,000"
,John Brown,WR,BAL,"$1,000,000"
,James Hurst,OT,BAL,"$1,000,000"
,Chance Warmack,OG,PHI,"$1,000,000"
,Morgan Cox,C,BAL,"$1,000,000"
,Cameron Fleming,OT,DAL,"$1,000,000"
,Preston Brown,ILB,CIN,"$1,000,000"
,Rex Burkhead,RB,NWE,"$1,000,000"
,Jeremy Hill,RB,NWE,"$1,000,000"
,William Compton,LB,TEN,"$1,000,000"
,Tony Jefferson,FS,BAL,"$1,000,000"
,Brandon Copeland,LB,NYJ,"$1,000,000"
,Justin Pugh,OG,ARI,"$1,000,000"
,Luke Stocker,TE,TEN,"$1,000,000"
,Robert Turbin,RB,IND,"$1,000,000"
,Barkevious Mingo,OLB,SEA,"$1,000,000"
,Taylor Lewan,OT,TEN,"$1,000,000"
,Pierre Desir,CB,IND,"$1,000,000"
,Mike Glennon,QB,ARI,"$1,000,000"
,Isaiah Crowell,RB,NYJ,"$1,000,000"
,Levine Toilolo,TE,DET,"$1,000,000"
,Roosevelt Nix,FB,PIT,"$1,000,000"
,Adrian Phillips,DB,LAC,"$1,000,000"
,David Bakhtiari,OT,GNB,"$1,000,000"
,Cameron Brate,TE,TAM,"$1,000,000"
,Tyler Eifert,TE,CIN,"$1,000,000"
,Tavon Austin,WR,DAL,"$1,000,000"
,Brandon Williams,DT,BAL,"$1,000,000"
,Quandre Diggs,CB,DET,"$1,000,000"
,Ryan Grant,WR,IND,"$1,000,000"
,Michael Schofield,OT,LAC,"$1,000,000"
,Caleb Sturgis,K,LAC,"$1,000,000"
,Chris Smith,DE,CLE,"$1,000,000"
,Mason Foster,LB,WAS,"$1,000,000"
,Kyle Fuller,CB,CHI,"$1,000,000"
,Patrick Robinson,DB,NOR,"$1,000,000"
,Ed Dickson,TE,SEA,"$1,000,000"
,Zach Brown,OLB,WAS,"$1,000,000"
,Marshall Newhouse,"G,T",2TM,"$1,000,000"
,Morgan Burnett,DB,PIT,"$1,000,000"
,Pat O'Donnell,P,CHI,"$1,000,000"
,Corey Linsley,C,GNB,"$1,000,000"
,Willie Snead,WR,BAL,"$1,000,000"
,Chris Ivory,RB,BUF,"$1,000,000"
,Tre Boston,FS,ARI,"$1,000,000"
,Alshon Jeffery,WR,PHI,"$1,000,000"
,Brent Urban,DE,BAL,"$1,000,000"
,Michael Crabtree,WR,BAL,"$1,000,000"
,Virgil Green,TE,LAC,"$1,000,000"
,James White,RB,NWE,"$1,000,000"
,Andre Holmes,WR,2TM,"$1,000,000"
,Chris Banjo,S,NOR,"$1,000,000"
,Evan Dietrich-Smith,G,TAM,"$1,000,000"
,Robert Griffin,QB,BAL,"$1,000,000"
,LeGarrette Blount,RB,DET,"$1,000,000"
,Davante Adams,WR,GNB,"$1,000,000"
661.0,John Sullivan,C,LAR,"$999,999"
662.0,Noah Spence,DE,TAM,"$998,755"
663.0,Jonathan Allen,DT,WAS,"$992,108"
664.0,Sterling Shepard,WR,NYG,"$990,416"
665.0,Maxx Williams,TE,BAL,"$987,646"
666.0,Adoree' Jackson,CB,TEN,"$977,854"
667.0,Rob Havenstein,OT,LAR,"$976,367"
668.0,Cody Latimer,WR,NYG,"$975,000"
,Kyle Nelson,TE,SFO,"$975,000"
,Jamar Taylor,CB,2TM,"$975,000"
671.0,Kamalei Correa,OLB,TEN,"$972,694"
672.0,Reshad Jones,DB,MIA,"$970,000"
673.0,Markus Golden,OLB,ARI,"$969,318"
674.0,O.J. Howard,TE,TAM,"$969,301"
675.0,Garett Bolles,OT,DEN,"$966,450"
676.0,Jake Fisher,OT,CIN,"$965,884"
677.0,Austin Johnson,DT,TEN,"$964,748"
678.0,Jarrad Davis,ILB,DET,"$963,599"
679.0,Ty Sambrailo,OT,ATL,"$959,447"
680.0,Charles Harris,DE,MIA,"$957,897"
681.0,Duke Johnson,RB,CLE,"$957,000"
682.0,Jermon Bushrod,T,NOR,"$955,294"
683.0,Evan Engram,TE,NYG,"$952,196"
684.0,Pernell McPhee,DL,WAS,"$950,000"
,Todd Gurley,RB,LAR,"$950,000"
,Shawn Lauvao,G,WAS,"$950,000"
687.0,Frank Clark,DE,SEA,"$943,938"
688.0,Derrick Henry,RB,TEN,"$941,630"
689.0,Nigel Bradham,OLB,PHI,"$941,176"
690.0,Jordan Richards,SS,ATL,"$941,121"
691.0,Gareon Conley,CB,OAK,"$940,792"
692.0,Shaq Thompson,OLB,CAR,"$936,000"
693.0,Jabrill Peppers,SS,CLE,"$935,090"
694.0,Corey Liuget,DT,LAC,"$935,000"
695.0,Reggie Ragland,ILB,KAN,"$931,034"
696.0,Takkarist McKinley,OLB,ATL,"$929,388"
697.0,A'Shawn Robinson,DT,DET,"$925,785"
698.0,TreDavious White,CB,BUF,"$923,687"
699.0,Taco Charlton,DE,DAL,"$920,836"
700.0,Thomas Morstead,P,NOR,"$918,000"
701.0,Chris Jones,DT,KAN,"$916,476"
702.0,Michael Thomas,WR,NOR,"$915,361"
703.0,Ricky Jean-Francois,DT,DET,"$915,000"
,Michael Person,OL,SFO,"$915,000"
,Jon Weeks,C,HOU,"$915,000"
,Josh Johnson,QB,WAS,"$915,000"
,Jake McQuaide,LS,LAR,"$915,000"
,Rodney Hudson,OL,OAK,"$915,000"
,Ramon Humber,LB,2TM,"$915,000"
,Mike Windt,C,LAC,"$915,000"
,Malcolm Jenkins,DB,PHI,"$915,000"
,Leon Hall,DB,OAK,"$915,000"
,Sam Shields,DB,LAR,"$915,000"
,Nick Bellore,LB,DET,"$915,000"
,Cameron Heyward,DE,PIT,"$915,000"
,Patrick Chung,DB,NWE,"$915,000"
,Dwayne Harris,WR,OAK,"$915,000"
,Kendrick Lewis,DB,TEN,"$915,000"
,Andre Roberts,WR,NYJ,"$915,000"
,Davon House,DB,GNB,"$915,000"
,Orlando Scandrick,DB,KAN,"$915,000"
,Logan Paulsen,TE,ATL,"$915,000"
,Kyle Love,DT,CAR,"$915,000"
,Brandon LaFell,WR,OAK,"$915,000"
,J.J. Jansen,C,CAR,"$915,000"
,Tank Carradine,DE,OAK,"$915,000"
,Ron Parker,CB,KAN,"$915,000"
,Jeremy Kerley,WR,BUF,"$915,000"
,Mike Wallace,WR,PHI,"$915,000"
,Joe Webb,WR,HOU,"$915,000"
,Nick Sundberg,C,WAS,"$915,000"
,Antonio Brown,WR,PIT,"$915,000"
,Sam Young,T,MIA,"$915,000"
,Andre Smith,T,2TM,"$915,000"
,Teddy Bridgewater,QB,NOR,"$915,000"
,Brian Hoyer,QB,NWE,"$915,000"
737.0,Shaq Mason,C,NWE,"$907,000"
738.0,Jason Spriggs,OT,GNB,"$904,936"
739.0,Brock Coyle,LB,SFO,"$900,000"
,David Andrews,C,NWE,"$900,000"
,A.J. McCarron,QB,OAK,"$900,000"
,Kenny Vaccaro,FS,TEN,"$900,000"
,Russell Shepard,WR,NYG,"$900,000"
,Joe Thomas,LB,DAL,"$900,000"
,Marcus Cooper,CB,2TM,"$900,000"
,Wes Horton,DE,CAR,"$900,000"
747.0,David Njoku,TE,CLE,"$897,959"
748.0,Jarran Reed,DT,SEA,"$894,512"
749.0,Aaron Donald,DT,LAR,"$892,000"
750.0,T.J. Watt,OLB,PIT,"$885,844"
751.0,Nick Martin,C,HOU,"$884,088"
752.0,Tom Johnson,DT,2TM,"$882,353"
753.0,Hunter Henry,TE,LAC,"$880,028"
754.0,Sean Mannion,QB,LAR,"$877,778"
755.0,Ameer Abdullah,RB,2TM,"$876,745"
756.0,Deshazor Everett,CB,WAS,"$875,000"
757.0,Ali Marpet,C,TAM,"$874,581"
758.0,Ryan Ramczyk,OT,NOR,"$869,162"
759.0,Deion Jones,OLB,ATL,"$863,240"
760.0,Chris Clark,T,CAR,"$861,176"
,Shareece Wright,DB,HOU,"$861,176"
762.0,Demario Davis,OLB,NOR,"$850,000"
,Bradley Sowell,T,CHI,"$850,000"
,Joe Looney,G,DAL,"$850,000"
,Alex Okafor,DE,NOR,"$850,000"
,Angelo Blackson,DT,HOU,"$850,000"
,Cameron Meredith,WR,NOR,"$850,000"
,Doug Martin,RB,OAK,"$850,000"
,Justin Bethel,CB,ATL,"$850,000"
,Byron Bell,T,GNB,"$850,000"
,Zach Line,FB,NOR,"$850,000"
772.0,Mackensie Alexander,CB,MIN,"$842,391"
773.0,Cody Whitehair,OG,CHI,"$834,051"
774.0,Terrell McClain,DL,ATL,"$825,000"
,Kerry Wynn,DE,NYG,"$825,000"
776.0,Eric Reid,FS,CAR,"$823,529"
777.0,Sean Davis,FS,PIT,"$821,543"
778.0,Vonn Bell,SS,NOR,"$811,118"
779.0,James Bradberry,CB,CAR,"$810,076"
780.0,Adam Gotsis,DT,DEN,"$807,991"
781.0,Josh Harris,LS,ATL,"$805,000"
782.0,Shamar Stephen,DT,SEA,"$800,000"
,Jonathan Bostic,LB,PIT,"$800,000"
,Jarius Wright,WR,CAR,"$800,000"
,James Develin,RB,NWE,"$800,000"
,Dontari Poe,DT,CAR,"$800,000"
,C.J. Anderson,RB,2TM,"$800,000"
,Mike Davis,RB,SEA,"$800,000"
,Tom Compton,T,MIN,"$800,000"
,Vince Williams,ILB,PIT,"$800,000"
,Walt Aikens,CB,MIA,"$800,000"
,J.R. Sweezy,G,SEA,"$800,000"
,Carson Tinker,LS,JAX,"$800,000"
,Benny Cunningham,RB,CHI,"$800,000"
,LaAdrian Waddle,T,NWE,"$800,000"
,D.J. Fluker,OT,SEA,"$800,000"
,Jaron Brown,WR,SEA,"$800,000"
798.0,Dustin Hopkins,K,WAS,"$798,928"
799.0,Tevin Coleman,RB,ATL,"$791,628"
800.0,Greg Robinson,OT,CLE,"$790,000"
,Kyle Wilber,OLB,OAK,"$790,000"
,Geno Smith,QB,LAC,"$790,000"
,Orson Charles,TE,CLE,"$790,000"
,J'Marcus Webb,T,IND,"$790,000"
,Brandon Bolden,RB,MIA,"$790,000"
,Robert Woods,WR,LAR,"$790,000"
,Stephon Tuitt,DT,PIT,"$790,000"
,Jarvis Jenkins,DL,KAN,"$790,000"
,Josh LeRibeus,G,NOR,"$790,000"
,Ryan Tannehill,QB,MIA,"$790,000"
,Vance McDonald,TE,PIT,"$790,000"
,Albert Wilson,WR,MIA,"$790,000"
,Taiwan Jones,RB,BUF,"$790,000"
,Adarius Taylor,LB,TAM,"$790,000"
,Dakota Dozier,OT,NYJ,"$790,000"
,Justin Hunter,WR,PIT,"$790,000"
,Randy Bullock,K,CIN,"$790,000"
,Gerald Hodges,OLB,ARI,"$790,000"
,Josh Mauro,DE,NYG,"$790,000"
,Logan Thomas,QB/TE,BUF,"$790,000"
,B.W. Webb,CB,NYG,"$790,000"
,Tyler Shatley,OG,JAX,"$790,000"
,Daniel McCullers,DT,PIT,"$790,000"
,Christine Michael,RB,IND,"$790,000"
,Brandon Weeden,QB,HOU,"$790,000"
,Richard Rodgers,TE,PHI,"$790,000"
,Aaron Brewer,LS,ARI,"$790,000"
,De'Anthony Thomas,RB,KAN,"$790,000"
,Kemal Ishmael,DB,ATL,"$790,000"
,Anthony Hitchens,OLB,KAN,"$790,000"
,Blidi Wreh-Wilson,CB,ATL,"$790,000"
,Lane Johnson,OT,PHI,"$790,000"
,Josh Gordon,WR,2TM,"$790,000"
,Tommy Bohanon,FB,JAX,"$790,000"
,David DeCastro,G,PIT,"$790,000"
,Sammy Watkins,WR,KAN,"$790,000"
,Keith Smith,LB,OAK,"$790,000"
,Nat Berhe,SS,PIT,"$790,000"
,Phillip Gaines,CB,2TM,"$790,000"
,Damien Williams,RB,KAN,"$790,000"
,Najee Goode,ILB,IND,"$790,000"
,Luke Kuechly,ILB,CAR,"$790,000"
,Steven Means,DE,ATL,"$790,000"
,Ben Jacobs,LB,CAR,"$790,000"
,Benson Mayowa,DE,ARI,"$790,000"
,Alfred Morris,RB,SFO,"$790,000"
,Brandon Brooks,G,PHI,"$790,000"
,Datone Jones,DE,DAL,"$790,000"
,Ryan Hewitt,FB,IND,"$790,000"
,Kayvon Webster,CB,HOU,"$790,000"
,Amini Silatolu,T,CAR,"$790,000"
,John Jenkins,DT,NYG,"$790,000"
,Tony Bergstrom,OT,WAS,"$790,000"
,LaRoy Reynolds,LB,PHI,"$790,000"
,Alfred Blue,RB,HOU,"$790,000"
,Korey Toomer,ILB,GNB,"$790,000"
,Zach Ertz,TE,PHI,"$790,000"
,Nathan Stupar,OLB,NYG,"$790,000"
,Andrew DePaola,LS,OAK,"$790,000"
,Brandon Dunn,DT,HOU,"$790,000"
,Brian Schwenke,C,NWE,"$790,000"
,Derrick Coleman,RB,ARI,"$790,000"
,Jordan Devey,T,KAN,"$790,000"
,Brock Osweiler,QB,MIA,"$790,000"
,Marquis Flowers,OLB,DET,"$790,000"
,Johnny Hekker,P,LAR,"$790,000"
,George Iloka,FS,MIN,"$790,000"
,Earl Watford,OG,CLE,"$790,000"
,Josh Bynes,LB,ARI,"$790,000"
,Jeremiah Attaochu,OLB,NYJ,"$790,000"
,Mike Gillislee,RB,NOR,"$790,000"
,Kevin McDermott,LS,MIN,"$790,000"
,Bene Benwikere,CB,2TM,"$790,000"
,Austin Seferian-Jenkins,TE,JAX,"$790,000"
,Stevan Ridley,RB,PIT,"$790,000"
,Marcus Smith,DE,WAS,"$790,000"
877.0,Tyler Boyd,WR,CIN,"$787,179"
878.0,Kevin King,CB,GNB,"$786,858"
879.0,Kevin Byard,S,TEN,"$784,566"
880.0,Cam Robinson,OT,JAX,"$784,007"
881.0,Randy Gregory,DE,DAL,"$781,813"
882.0,Donnie Jones,P,LAC,"$776,176"
883.0,Budda Baker,FS,ARI,"$775,455"
884.0,Brandon King,DB,NWE,"$775,000"
885.0,Zay Jones,WR,BUF,"$773,174"
886.0,Carl Nassib,DE,TAM,"$773,000"
887.0,Reuben Foster,ILB,SFO,"$772,684"
888.0,Forrest Lamp,OG,LAC,"$768,042"
889.0,Marcus Maye,FS,NYJ,"$762,911"
890.0,Curtis Samuel,WR,CAR,"$758,349"
891.0,Cody Kessler,QB,JAX,"$758,098"
892.0,Maliek Collins,DT,DAL,"$755,000"
893.0,Dalvin Cook,RB,MIN,"$753,788"
894.0,Bruce Carter,LB,ATL,"$753,529"
895.0,Zach Zenner,RB,DET,"$750,000"
,Quinton Dunbar,WR,WAS,"$750,000"
897.0,Marcus Williams,FS,NOR,"$748,656"
898.0,Sidney Jones,CB,PHI,"$744,095"
899.0,Shamarko Thomas,SS,DEN,"$743,536"
900.0,Travis Swanson,C,MIA,"$743,529"
,Corey Nelson,OLB,ATL,"$743,529"
,Xavier Su'a-Filo,OG,DAL,"$743,529"
,Mychal Kendricks,ILB,SEA,"$743,529"
,Will Clarke,DE,TAM,"$743,529"
,Keith Tandy,S,ATL,"$743,529"
,Terence Garvin,LB,SFO,"$743,529"
,Brian Quick,WR,WAS,"$743,529"
,Kamar Aiken,WR,PHI,"$743,529"
,Kenjon Barner,RB,2TM,"$743,529"
910.0,Gerald Everett,TE,LAR,"$739,749"
911.0,Yannick Ngakoue,OLB,JAX,"$735,101"
912.0,Jacoby Brissett,QB,IND,"$735,076"
913.0,Adam Shaheen,TE,CHI,"$733,661"
914.0,P.J. Williams,CB,NOR,"$730,000"
915.0,Quincy Wilson,CB,IND,"$727,103"
916.0,Carl Davis,DT,CLE,"$720,750"
917.0,James Winchester,LS,KAN,"$720,000"
918.0,Tyus Bowser,OLB,BAL,"$718,437"
919.0,Cyrus Jones,CB,2TM,"$718,235"
920.0,Jonathan Bullard,DE,CHI,"$718,000"
921.0,Ty Montgomery,WR/RB,2TM,"$716,500"
922.0,Jamaal Charles,RB,JAX,"$716,471"
,Derek Anderson,QB,BUF,"$716,471"
924.0,Joe Mixon,RB,CIN,"$712,735"
925.0,Denzelle Good,OT,2TM,"$711,880"
926.0,Ryan Anderson,OLB,WAS,"$707,033"
927.0,Cameron Lynch,LB,TAM,"$705,000"
,Ibraheim Campbell,SS,3TM,"$705,000"
,Charley Hughlett,LS,CLE,"$705,000"
,Josh Walker,G,JAX,"$705,000"
,Taylor Heinicke,QB,CAR,"$705,000"
,Jeff Heuerman,TE,DEN,"$705,000"
,Antone Exum,CB,SFO,"$705,000"
,Bobby McCain,CB,MIA,"$705,000"
,Shelby Harris,DE,DEN,"$705,000"
,Lorenzo Doss,CB,CAR,"$705,000"
,Javorius Allen,RB,BAL,"$705,000"
,Brandon Scherff,G,WAS,"$705,000"
,Dominique Easley,DT,LAR,"$705,000"
,Michael Burton,FB,CHI,"$705,000"
,Vic Beasley,OLB,ATL,"$705,000"
,Raheem Mostert,RB,SFO,"$705,000"
,Bradley Pinion,P,SFO,"$705,000"
,Jon Feliciano,OG,OAK,"$705,000"
,Marcus Mariota,QB,TEN,"$705,000"
,Darryl Roberts,CB,NYJ,"$705,000"
,Xavier Williams,DT,KAN,"$705,000"
,Nick Boyle,TE,BAL,"$705,000"
,Geoff Swaim,TE,DAL,"$705,000"
,Kendall Lamm,T,HOU,"$705,000"
,Freddie Martino,WR,TAM,"$705,000"
,Corey Robinson,OT,2TM,"$705,000"
,Zach Moore,DE,ARI,"$705,000"
,Rod Smith,RB,DAL,"$705,000"
,Tyler Patmon,CB,JAX,"$705,000"
,Rashad Greene,WR,JAX,"$705,000"
,Ramik Wilson,ILB,LAR,"$705,000"
,Geneo Grissom,OLB,2TM,"$705,000"
,Anthony Harris,DB,MIN,"$705,000"
,David Mayo,ILB,CAR,"$705,000"
,Alejandro Villanueva,OL,PIT,"$705,000"
,Jacquies Smith,DE,2TM,"$705,000"
,Mike Hull,ILB,MIA,"$705,000"
,Jason Myers,K,NYJ,"$705,000"
,Nick Dzubnar,LB,LAC,"$705,000"
,Troy Hill,CB,LAR,"$705,000"
,Isaiah Johnson,DB,LAR,"$705,000"
,Daniel Brown,WR,CHI,"$705,000"
,T.Y. McGill,DT,2TM,"$705,000"
,Josh Lambo,K,JAX,"$705,000"
,Bryce Hager,ILB,LAR,"$705,000"
,Jerel Worthy,DT,TAM,"$705,000"
,Justin Hardy,WR,ATL,"$705,000"
,A.J. Derby,TE,MIA,"$705,000"
,Khari Lee,TE,BUF,"$705,000"
,Greg Van Roten,G,CAR,"$705,000"
,Nicholas Williams,DT,CHI,"$705,000"
,Chris Boswell,K,PIT,"$705,000"
,James O'Shaughnessy,TE,JAX,"$705,000"
,C.J. Uzomah,TE,CIN,"$705,000"
,Zach Vigil,ILB,WAS,"$705,000"
,Andrew Donnal,OT,DET,"$705,000"
,Leterrius Walton,DT,PIT,"$705,000"
,Rodney Gunter,DT,ARI,"$705,000"
,Joe Cardona,LS,NWE,"$705,000"
,Damien Wilson,ILB,DAL,"$705,000"
,Sammie Coates,WR,HOU,"$705,000"
,Brian Peters,LB,HOU,"$705,000"
,Clayton Geathers,SS,IND,"$705,000"
,Scott Simonson,TE,NYG,"$705,000"
,D.J. Alexander,OLB,PHI,"$705,000"
,Matt Longacre,DE,LAR,"$705,000"
,L.J. Fort,LB,PIT,"$705,000"
,Cameron Artis-Payne,RB,CAR,"$705,000"
,Mark Nzeocha,OLB,SFO,"$705,000"
,Neville Hewitt,LB,NYJ,"$705,000"
,Darius Philon,DT,LAC,"$705,000"
,Bobby Hart,OG,CIN,"$705,000"
,Geremy Davis,WR,LAC,"$705,000"
,Josh Wells,T,JAX,"$705,000"
,Christian Covington,DT,HOU,"$705,000"
,Kenyan Drake,RB,MIA,"$705,000"
1003.0,Justin Evans,SS,TAM,"$701,332"
1004.0,Amari Cooper,WR,2TM,"$700,000"
1005.0,Josh Robinson,CB,NOR,"$699,706"
1006.0,Rod Streater,WR,CLE,"$697,065"
,Nick Williams,WR,2TM,"$697,065"
1008.0,Michael Floyd,WR,WAS,"$697,059"
,Aldrick Robinson,WR,MIN,"$697,059"
,Jordan Matthews,WR,PHI,"$697,059"
,Brice Butler,WR,2TM,"$697,059"
,Jay Bromley,DT,NOR,"$697,059"
,DeShawn Shead,DB,DET,"$697,059"
1014.0,DeMarcus Walker,DE,DEN,"$695,630"
1015.0,Javon Hargrave,DT,PIT,"$691,000"
1016.0,DeShone Kizer,QB,GNB,"$689,928"
1017.0,Teez Tabor,CB,DET,"$684,226"
1018.0,Raekwon McMillan,ILB,MIA,"$678,524"
1019.0,Dalvin Tomlinson,DT,NYG,"$672,823"
1020.0,Zach Cunningham,OLB,HOU,"$668,261"
1021.0,Ethan Pocic,C,SEA,"$665,410"
1022.0,Isaac Seumalo,OG,PHI,"$664,000"
1023.0,Nate Orchard,OLB,2TM,"$663,529"
,Martavis Bryant,WR,OAK,"$663,529"
1025.0,C.J. Prosise,RB,SEA,"$660,000"
1026.0,Chidobe Awuzie,CB,DAL,"$659,709"
1027.0,Josh Jones,S,GNB,"$657,428"
1028.0,Brandon Williams,CB,ARI,"$656,000"
1029.0,JuJu Smith-Schuster,WR,PIT,"$655,717"
1030.0,Dion Dawkins,OG,BUF,"$655,147"
1031.0,Taylor Moton,OT,CAR,"$654,007"
1032.0,Le'Raven Clark,OT,IND,"$653,000"
1033.0,Nick Vannett,TE,SEA,"$652,000"
1034.0,Su'a Cravens,OLB,DEN,"$651,408"
1035.0,Caraun Reid,DT,DAL,"$650,594"
1036.0,Jeremiah Sirles,OT,BUF,"$650,588"
,Bashaud Breeland,CB,GNB,"$650,588"
,John Simon,DE,NWE,"$650,588"
1039.0,Graham Glasgow,OG,DET,"$648,500"
1040.0,Kyler Fackrell,OLB,GNB,"$648,000"
1041.0,Kendall Fuller,CB,KAN,"$647,500"
1042.0,Deatrick Nichols,CB,ARI,"$645,882"
,Mike Mitchell,DB,IND,"$645,882"
1044.0,Larry Ogunjobi,DT,CLE,"$642,500"
1045.0,Dawuane Smoot,DE,JAX,"$640,250"
1046.0,Cooper Kupp,WR,LAR,"$640,000"
1047.0,Ahkello Witherspoon,CB,SFO,"$638,325"
1048.0,Pat Elflein,C,MIN,"$637,000"
1049.0,Tanoh Kpassagnon,DE,KAN,"$636,419"
1050.0,Alvin Kamara,RB,NOR,"$635,000"
1051.0,Dan Feeney,OG,LAC,"$634,000"
1052.0,Ryan Smith,CB,TAM,"$630,000"
,Casey Kreiter,LS,DEN,"$630,000"
,Willie Henry,DT,BAL,"$630,000"
,Chris Manhertz,TE,CAR,"$630,000"
,Nate Sudfeld,QB,PHI,"$630,000"
,Jayron Kearse,SS,MIN,"$630,000"
,Anthony Zettel,DE,CLE,"$630,000"
,David Morgan,TE,MIN,"$630,000"
,Tommylee Lewis,WR,NOR,"$630,000"
,Caleb Benenoch,OT,TAM,"$630,000"
,Elandon Roberts,ILB,NWE,"$630,000"
,Halapoulivaati Vaitai,OT,PHI,"$630,000"
,Corey Moore,S,IND,"$630,000"
,B.J. Finney,C,PIT,"$630,000"
,Anthony Brown,CB,DAL,"$630,000"
,Marqui Christian,SS,LAR,"$630,000"
,Brandon Allen,QB,LAR,"$630,000"
,Matthew Ioannidis,DT,WAS,"$630,000"
,Ronald Blair,DE,SFO,"$630,000"
,Devontae Booker,RB,DEN,"$630,000"
,Alex Erickson,WR,CIN,"$630,000"
,Justin Simmons,FS,DEN,"$630,000"
,Matthias Farley,DB,IND,"$630,000"
,Kentrell Brice,S,GNB,"$630,000"
,Alex Lewis,OT,BAL,"$630,000"
,Darius Kilgo,DT,TEN,"$630,000"
,David Parry,NT,MIN,"$630,000"
,Chris Reed,G,JAX,"$630,000"
,Connor McGovern,OG,DEN,"$630,000"
,Briean Boddy-Calhoun,DB,CLE,"$630,000"
