Rk,Player,Pos,Tm,Salary
,Scott Quessenberry,C,LAC,"$480,000"
,Arden Key,DE,OAK,"$480,000"
,Nick Chubb,RB,CLE,"$480,000"
,Brian Allen,C,LAR,"$480,000"
,Will Clapp,C,NOR,"$480,000"
,Janarion Grant,WR,BAL,"$480,000"
,James Daniels,C,CHI,"$480,000"
,Zaire Franklin,LB,IND,"$480,000"
,Justin Watson,WR,TAM,"$480,000"
,Deadrin Senat,DT,ATL,"$480,000"
,Cornell Armstrong,CB,MIA,"$480,000"
,Nathan Shepherd,DT,NYJ,"$480,000"
,Joseph Noteboom,OT,LAR,"$480,000"
,Kyle Lauletta,QB,NYG,"$480,000"
,Antonio Callaway,WR,CLE,"$480,000"
,Hunter Bradley,LS,GNB,"$480,000"
,Josh Sweat,DE,PHI,"$480,000"
,Chris Covington,LB,DAL,"$480,000"
,Skai Moore,OLB,IND,"$480,000"
,Will Dissly,TE,SEA,"$480,000"
,Braden Smith,OG,IND,"$480,000"
,Zach Pascal,WR,IND,"$480,000"
,Ian Thomas,TE,CAR,"$480,000"
,Chris Herndon,TE,NYJ,"$480,000"
,Chase Edmonds,RB,ARI,"$480,000"
,Rashaad Penny,RB,SEA,"$480,000"
,Mark Andrews,TE,BAL,"$480,000"
,Justin Jones,DT,LAC,"$480,000"
,Keionta Davis,DL,NWE,"$480,000"
,Parry Nickerson,CB,NYJ,"$480,000"
,Justin Zimmer,DT,ATL,"$480,000"
,Baker Mayfield,QB,CLE,"$480,000"
,Cameron Johnston,P,PHI,"$480,000"
,Derrick Willies,WR,CLE,"$480,000"
,Justin Murray,T,OAK,"$480,000"
,Tremon Smith,,KAN,"$480,000"
,Justin Reid,FS,HOU,"$480,000"
,JK Scott,P,GNB,"$480,000"
,Avonte Maddox,CB,PHI,"$480,000"
,Ronald Jones,RB,TAM,"$480,000"
,Tae Davis,LB,NYG,"$480,000"
,M.J. Stewart,CB,TAM,"$480,000"
,Peter Kalambayi,LB,HOU,"$480,000"
,Zach Sieler,DE,BAL,"$480,000"
,Alex Cappa,OT,TAM,"$480,000"
,Marquez Valdes-Scantling,WR,GNB,"$480,000"
,D.J. Moore,WR,CAR,"$480,000"
,Chad Kelly,QB,DEN,"$480,000"
,Anthony Firkser,TE,TEN,"$480,000"
,Jermaine Carter,LB,CAR,"$480,000"
,Bradley Chubb,DE,DEN,"$480,000"
,Adam Redmond,G,DAL,"$480,000"
,Durham Smythe,TE,MIA,"$480,000"
,Corn Elder,CB,CAR,"$480,000"
,Brendan Mahon,G,CAR,"$480,000"
,Josh Jackson,CB,GNB,"$480,000"
,Russell Gage,WR,ATL,"$480,000"
,Robert Tonyan,TE,GNB,"$480,000"
,Mike Boone,RB,MIN,"$480,000"
,Greg Stroman,CB,WAS,"$480,000"
,Austin Calitro,LB,SEA,"$480,000"
,Rashaan Gaulden,CB,CAR,"$480,000"
,Genard Avery,LB,CLE,"$480,000"
,Da'Shawn Hand,DE,DET,"$480,000"
,Folorunso Fatukasi,DT,NYJ,"$480,000"
,Marcus Kemp,WR,KAN,"$480,000"
,Desmond Harrison,OL,CLE,"$480,000"
,Connor Williams,OT,DAL,"$480,000"
,Shaun Dion Hamilton,LB,WAS,"$480,000"
,Minkah Fitzpatrick,FS,MIA,"$480,000"
,Adonis Alexander,,WAS,"$480,000"
,Keion Crossen,CB,NWE,"$480,000"
1741.0,Keith Kirkwood,WR,NOR,"$476,000"
1742.0,Trent Sieg,LS,OAK,"$471,765"
1743.0,Oday Aboushi,OT,ARI,"$464,710"
1744.0,Ray-Ray Armstrong,LB,2TM,"$464,706"
,Austin Pasztor,OL,TEN,"$464,706"
1746.0,David Sharpe,OT,2TM,"$457,059"
,Eric Lee,LB,DET,"$457,059"
,Daeshon Hall,DE,PHI,"$457,059"
1749.0,Carroll Phillips,OLB,IND,"$457,058"
1750.0,Blake Bell,TE,JAX,"$456,176"
,Bennie Fowler,WR,NYG,"$456,176"
,Josh Keyes,LB,HOU,"$456,176"
1753.0,Roderick Johnson,OT,HOU,"$451,765"
1754.0,Jojo Natson,WR,LAR,"$451,760"
,Deante Burton,WR,2TM,"$451,760"
,Ike Boettger,G,BUF,"$451,760"
,Keenan Reynolds,RB,SEA,"$451,760"
,Trey Quinn,WR,WAS,"$451,760"
1759.0,Brian Mihalik,DE,NYG,"$444,706"
,Evan Boehm,C,IND,"$444,706"
,Matt Lengel,TE,CIN,"$444,706"
1762.0,Austin Howard,T,WAS,"$430,588"
1763.0,Treyvon Hester,DT,PHI,"$424,412"
1764.0,Greg Joseph,K,CLE,"$423,529"
,D'Juan Hines,LB,CLE,"$423,529"
1766.0,Sam Ficken,K,LAR,"$423,525"
1767.0,Treston Decoud,CB,DAL,"$418,235"
,Matt Barkley,QB,BUF,"$418,235"
,Terrelle Pryor,QB,2TM,"$418,235"
,Colton Schmidt,P,BUF,"$418,235"
1771.0,Brandon Marshall,WR,SEA,"$417,941"
1772.0,Tony Lippett,WR,NYG,"$414,706"
,Chaz Green,OT,OAK,"$414,706"
1774.0,Devante Bond,OLB,TAM,"$407,647"
1775.0,Pharoh Cooper,WR,2TM,"$406,941"
1776.0,Tony Brown,CB,GNB,"$395,294"
,Andrew Adams,FS,TAM,"$395,294"
1778.0,J.D. McKissic,WR,SEA,"$393,000"
,Dan Vitale,FB,GNB,"$393,000"
,Trevor Davis,WR,GNB,"$393,000"
,Byron Marshall,RB,WAS,"$393,000"
,Jake Brendel,C,MIA,"$393,000"
1783.0,Michael Tyson,FS,HOU,"$391,765"
1784.0,Jermaine Grace,LB,SEA,"$388,412"
1785.0,Elijah McGuire,RB,NYJ,"$378,000"
,Joshua Holsey,CB,WAS,"$378,000"
,Noah Brown,WR,DAL,"$378,000"
,Andy Jones,WR,DET,"$378,000"
1789.0,Leonard Johnson,CB,ARI,"$376,765"
1790.0,Hayes Pullard,ILB,LAC,"$373,235"
1791.0,Bruce Ellington,WR,2TM,"$371,765"
,Luke Bowanko,C,WAS,"$371,765"
,Kony Ealy,DE,OAK,"$371,765"
,Albert McClellan,DE,2TM,"$371,765"
,Jonathan Cooper,OG,WAS,"$371,765"
1796.0,De'Vante Harris,DB,TAM,"$370,588"
,Rees Odhiambo,OG,ARI,"$370,588"
1798.0,Cam Sims,WR,WAS,"$369,882"
1799.0,Colby Wadman,P,DEN,"$367,055"
1800.0,Olasunkanmi Adeniyi,DE,PIT,"$363,000"
,Jake Kumerow,WR,GNB,"$363,000"
,Davontae Harris,CB,CIN,"$363,000"
,R.J. McIntosh,DT,NYG,"$363,000"
,Marcell Harris,S,SFO,"$363,000"
,Tyquan Lewis,DE,IND,"$363,000"
1806.0,Ukeme Eligwe,OLB,NYG,"$359,118"
1807.0,Xavier Woodson-Luster,LB,CLE,"$359,117"
,Giorgio Tavecchio,K,ATL,"$359,117"
1809.0,David Williams,RB,JAX,"$338,824"
1810.0,Tyrone Swoopes,TE,SEA,"$338,820"
,Michael Badgley,K,LAC,"$338,820"
1812.0,Riley Bullough,ILB,TAM,"$326,471"
1813.0,Gino Gradkowski,G,DEN,"$325,297"
1814.0,Kevin Minter,ILB,TAM,"$325,294"
,Travaris Cadet,RB,CAR,"$325,294"
,Patrick Omameh,G,2TM,"$325,294"
,Deonte Thompson,WR,2TM,"$325,294"
1818.0,Mark Sanchez,QB,WAS,"$322,941"
1819.0,Deontay Burnett,WR,NYJ,"$310,585"
1820.0,Juston Burris,CB,2TM,"$296,471"
1821.0,Deon Yelder,TE,KAN,"$282,350"
1822.0,Cyrus Kouandjio,OT,DEN,"$278,826"
1823.0,Kasim Edebali,OLB,CIN,"$278,824"
,David Amerson,CB,ARI,"$278,824"
1825.0,Matthew Dayes,RB,SFO,"$261,176"
,Obi Melifonwu,SS,NWE,"$261,176"
,Isaiah McKenzie,WR,2TM,"$261,176"
1828.0,Martrell Spaight,OLB,2TM,"$259,413"
,Ben Koyack,TE,JAX,"$259,413"
1830.0,Jeff Richards,CB,LAC,"$254,115"
,River Cracraft,WR,DEN,"$254,115"
,Colby Gossett,G,ARI,"$254,115"
1833.0,Jon Condo,LB,ATL,"$238,824"
1834.0,Brandon Bell,OLB,CIN,"$228,529"
,De'Vante Bausby,DB,PHI,"$228,529"
1836.0,Quadree Henderson,WR,NYG,"$225,880"
,Will Redmond,CB,GNB,"$225,880"
,Zack Golditch,G,ARI,"$225,880"
1839.0,Josh Andrews,G,IND,"$222,354"
,Christian Ringo,DE,2TM,"$222,354"
,Jonathan Williams,RB,NOR,"$222,354"
1842.0,Joe Barksdale,OL,2TM,"$212,294"
1843.0,Tre'von Johnson,LB,LAC,"$197,645"
1844.0,Trent Brown,OT,NWE,"$190,700"
1845.0,Charcandrick West,RB,KAN,"$185,882"
,Damontre Moore,DE,OAK,"$185,882"
,Chandler Catanzaro,K,2TM,"$185,882"
1848.0,Thurston Armbrister,LB,ARI,"$185,295"
,Nicholas Grigsby,LB,2TM,"$185,295"
1850.0,Darren Waller,WR,OAK,"$185,294"
,Matt Darr,P,BUF,"$185,294"
,Temarrick Hemingway,TE,DEN,"$185,294"
1853.0,D.J. Swearinger,FS,WAS,"$176,471"
1854.0,Keon Hatcher,WR,OAK,"$169,410"
,Chris Jones,CB,ARI,"$169,410"
,Niles Scott,NT,CIN,"$169,410"
1857.0,Kyle Kalis,OG,CLE,"$163,325"
1858.0,James Onwualu,OLB,SFO,"$163,235"
,David Rivers,CB,TAM,"$163,235"
,Cameron Malveaux,DE,2TM,"$163,235"
,Will Holden,OT,ARI,"$163,235"
1862.0,Derek Newton,OL,NOR,"$161,471"
1863.0,Bronson Kaufusi,DE,NYJ,"$148,236"
,Denzel Rice,DB,2TM,"$148,236"
1865.0,Craig James,CB,MIN,"$141,175"
,Ben Braden,OG,NYJ,"$141,175"
1867.0,Marcus Williams,CB,2TM,"$139,412"
,Kai Forbath,K,JAX,"$139,412"
1869.0,Kenny Ladler,FS,2TM,"$130,588"
,Trey Edmunds,RB,PIT,"$130,588"
,Vontarrius Dora,LB,ARI,"$130,588"
,Colin Holba,LS,SFO,"$130,588"
1873.0,Timon Parris,T,WAS,"$129,200"
,Jeremy Clark,CB,NYJ,"$129,200"
,Jeff Wilson,RB,SFO,"$129,200"
,Grant Haley,CB,NYG,"$129,200"
,KhaDarel Hodge,WR,LAR,"$129,200"
,Taquan Mizzell,RB,CHI,"$129,200"
,Lyndon Johnson,DL,JAX,"$129,200"
,Levi Wallace,CB,BUF,"$129,200"
,Jimmy Murray,OL,KAN,"$129,200"
,Godwin Igwebuike,FS,2TM,"$129,200"
,Gus Edwards,RB,BAL,"$129,200"
,Robert Spillane,LB,TEN,"$129,200"
,Jalen Tolliver,WR,ARI,"$129,200"
,Brendan Langley,CB,DEN,"$129,200"
,Cam Phillips,WR,BUF,"$129,200"
,Dean Marlowe,S,BUF,"$129,200"
,Jeff Holland,DE,DEN,"$129,200"
,Nelson Agholor,WR,PHI,"$129,200"
,Corey Thompson,LB,BUF,"$129,200"
,Garrett Griffin,TE,NOR,"$129,200"
,Storm Norton,OT,MIN,"$129,200"
,Chris Worley,OLB,CIN,"$129,200"
,Pita Taumoepenu,OLB,SFO,"$129,200"
,C.J. Goodwin,WR,DAL,"$129,200"
,Cole Croston,OT,NWE,"$129,200"
,Jesus Wilson,WR,TAM,"$129,200"
,Elijhaa Penny,RB,NYG,"$129,200"
,Gabe Wright,DT,OAK,"$129,200"
,Leonte Carroo,WR,MIA,"$129,200"
,Steven Dunbar,WR,SFO,"$129,200"
,Denver Kirkland,OG,OAK,"$129,200"
,Cassanova McKinzy,LB,WAS,"$129,200"
,Boston Scott,RB,PHI,"$129,200"
,Branden Jackson,DE,SEA,"$129,200"
,Quenton Meeks,CB,JAX,"$129,200"
,Jonathan Woodard,DE,MIA,"$129,200"
,Trevor Bates,LB,DET,"$129,200"
,Saeed Blacknall,WR,OAK,"$129,200"
,Chris Lacy,WR,DET,"$129,200"
,Joshua Kalu,CB,TEN,"$129,200"
,Dominique Hatfield,CB,LAR,"$129,200"
,Robertson Daniel,DB,BAL,"$129,200"
,Mose Frazier,WR,CAR,"$129,200"
,Jawill Davis,WR,NYG,"$129,200"
,Richard Jarvis,LB,ATL,"$129,200"
,Matt Flanagan,TE,WAS,"$129,200"
,Nick Mullens,QB,SFO,"$129,200"
,James Looney,DE,GNB,"$129,200"
,Kapri Bibbs,RB,2TM,"$129,200"
,Kyle Fuller,C,WAS,"$129,200"
,Marcell Ateman,WR,OAK,"$129,200"
,Chandon Sullivan,CB,PHI,"$129,200"
,Garrett Dickerson,TE,NYG,"$129,200"
,Lance Lenoir,WR,DAL,"$129,200"
,Mo Alie-Cox,TE,IND,"$129,200"
,Mike Love,DE,BUF,"$129,200"
,Trenton Scott,T,LAC,"$129,200"
,Jason Cabinda,ILB,OAK,"$129,200"
,Nick DeLuca,LB,JAX,"$129,200"
,Darvin Kidsy,WR,WAS,"$129,200"
,Brian Parker,TE,DEN,"$129,200"
,C.J. Reavis,S,JAX,"$129,200"
,Mike Ford,CB,DET,"$129,200"
,Jalen Davis,CB,MIA,"$129,200"
,Dalyn Dawkins,RB,TEN,"$129,200"
,Chad Beebe,WR,MIN,"$129,200"
,David Grinnage,TE,JAX,"$129,200"
,Dontrell Hilliard,RB,CLE,"$129,200"
,Isaac Asiata,OG,MIA,"$129,200"
,Brandon Wilds,RB,JAX,"$129,200"
,Ross Dwelley,TE,SFO,"$129,200"
,Gehrig Dieter,WR,KAN,"$129,200"
,Pasoni Tasini,DT,ARI,"$129,200"
,KeiVarae Russell,CB,CIN,"$129,200"
,Emmanuel Moseley,CB,SFO,"$129,200"
,Keith Ford,RB,BUF,"$129,200"
,Ryan Neal,DB,ATL,"$129,200"
,Justin Jackson,RB,LAC,"$129,200"
,Tim White,WR,BAL,"$129,200"
,Dare Ogunbowale,RB,TAM,"$129,200"
,Demone Harris,DE,TAM,"$129,200"
,Maurice Smith,FS,MIA,"$129,200"
,Taylor Hearn,OG,CAR,"$129,200"
,Tyler Lancaster,DL,GNB,"$129,200"
,Jamiyus Pittman,DT,MIA,"$129,200"
,James Ferentz,C,NWE,"$129,200"
,Daurice Fountain,WR,IND,"$129,200"
,Jeremiah McKinnon,DB,CLE,"$129,200"
,Dee Delaney,CB,JAX,"$129,200"
,Dallin Leavitt,S,OAK,"$129,200"
,Alonzo Russell,WR,NYG,"$129,200"
,Adam Pankey,OG,GNB,"$129,200"
,Brian Allen,CB,PIT,"$129,200"
,Isaiah Ford,WR,MIA,"$129,200"
,Jordan Franks,HB,CIN,"$129,200"
,Anthony Wint,LB,NYJ,"$129,200"
,Trey Marshall,S,DEN,"$129,200"
,De'Lance Turner,RB,BAL,"$129,200"
,Tyvis Powell,FS,SFO,"$129,200"
1972.0,Tre Sullivan,S,PHI,"$121,600"
,Shalom Luani,SS,SEA,"$121,600"
,Johnny Holton,WR,OAK,"$121,600"
,Malik Turner,WR,SEA,"$121,600"
1976.0,Da'Mari Scott,WR,BUF,"$112,940"
1977.0,Hroniss Grasu,C,BAL,"$111,177"
1978.0,Jerome Cunningham,TE,DET,"$111,176"
,Vincent Valentine,DT,ARI,"$111,176"
1980.0,B.J. Bello,LB,PHI,"$97,941"
,De'Angelo Henderson,RB,NYJ,"$97,941"
1982.0,Emmanuel Lamur,LB,2TM,"$92,941"
,J.J. Wilcox,S,2TM,"$92,941"
1984.0,Ahmad Thomas,FS,IND,"$84,705"
,Kyle Wilson,LB,LAC,"$84,705"
,Andrew East,LS,WAS,"$84,705"
1987.0,Craig Mager,CB,LAC,"$82,941"
1988.0,Jeremy Langford,RB,ATL,"$74,118"
,Ufomba Kamalu,DE,NWE,"$74,118"
1990.0,Steven Mitchell,WR,HOU,"$68,400"
1991.0,Darius Jackson,RB,2TM,"$65,294"
,Nigel Harris,OLB,TEN,"$65,294"
,Jeremiah Ledbetter,DT,TAM,"$65,294"
,Breon Borders,CB,JAX,"$65,294"
,Harlan Miller,CB,WAS,"$65,294"
,Victor Bolden,WR,2TM,"$65,294"
1997.0,Elijah Nkansah,T,SEA,"$56,470"
,John Atkins,DT,DET,"$56,470"
,Rico Gafford,WR,OAK,"$56,470"
,Kyle Allen,QB,CAR,"$56,470"
,Allen Lazard,WR,GNB,"$56,470"
,Jeremy Reaves,FS,WAS,"$56,470"
,Lavon Coleman,RB,GNB,"$56,470"
,Donnie Ernsberger,TE,TAM,"$56,470"
2005.0,Clive Walford,TE,NYJ,"$41,471"
2006.0,Destiny Vaeao,DT,PHI,"$37,059"
,Aaron Wallace,OLB,TEN,"$37,059"
,Adolphus Washington,DT,2TM,"$37,059"
2009.0,Max McCaffrey,WR,SFO,"$32,647"
2010.0,Malachi Dupre,WR,ARI,"$28,235"
,Alex Carter,CB,WAS,"$28,235"
,Matthew McCrane,K,3TM,"$28,235"
,JJ Jones,WR,2TM,"$28,235"
,Mitchell Loewen,DE,NOR,"$28,235"
