Rk,Player,Pos,Tm,Salary,year
,Taylor Stallworth,DT,NOR,"$570,000",2019
,Shaun Dion Hamilton,LB,WAS,"$570,000",2019
,Avonte Maddox,CB,PHI,"$570,000",2019
,Trenton Cannon,RB,NYJ,"$570,000",2019
,Chris Herndon,TE,NYJ,"$570,000",2019
,Ross Dwelley,TE,SFO,"$570,000",2019
,Foyesade Oluokun,S,ATL,"$570,000",2019
,Dontrell Hilliard,RB,CLE,"$570,000",2019
,Ja'Whaun Bentley,ILB,NWE,"$570,000",2019
,Justin Watson,WR,TAM,"$570,000",2019
,Mitchell Loewen,DE,NOR,"$570,000",2019
,Keke Coutee,WR,HOU,"$570,000",2019
,Anthony Averett,CB,BAL,"$570,000",2019
,Kenny Young,LB,2TM,"$570,000",2019
,Chandon Sullivan,CB,GNB,"$570,000",2019
,Trevor Daniel,P,HOU,"$570,000",2019
,Corey Thompson,LB,BUF,"$570,000",2019
,Peter Kalambayi,LB,HOU,"$570,000",2019
,Tremon Smith,,2TM,"$570,000",2019
,Alex Light,T,GNB,"$570,000",2019
,Da'Mari Scott,WR,NYG,"$570,000",2019
,Luke Falk,QB,NYJ,"$570,000",2019
,Parry Nickerson,CB,JAX,"$570,000",2019
,Gehrig Dieter,WR,KAN,"$570,000",2019
,Pete Robertson,LB,ARI,"$570,000",2019
,Trent Sieg,LS,OAK,"$570,000",2019
,Pat O'Connor,DE,TAM,"$570,000",2019
,Bruce Hector,DT,PHI,"$570,000",2019
,Justin Zimmer,DT,CLE,"$570,000",2019
,George Odum,S,IND,"$570,000",2019
,Jacob Martin,LB,HOU,"$570,000",2019
,Jamal Carter,S,ATL,"$570,000",2019
,J.T. Gray,DB,NOR,"$570,000",2019
,Devaroe Lawrence,DL,CLE,"$570,000",2019
,J.C. Jackson,DB,NWE,"$570,000",2019
,Jaylen Samuels,RB,PIT,"$570,000",2019
,DeShon Elliott,SS,BAL,"$570,000",2019
,Javon Wims,WR,CHI,"$570,000",2019
,Durham Smythe,TE,MIA,"$570,000",2019
,Davontae Harris,CB,DEN,"$570,000",2019
,Dee Delaney,CB,WAS,"$570,000",2019
,Anthony Firkser,TE,TEN,"$570,000",2019
,Keion Crossen,CB,HOU,"$570,000",2019
,Dee Virgin,CB,DET,"$570,000",2019
,Wyatt Teller,OG,CLE,"$570,000",2019
,Josh Allen,QB,BUF,"$570,000",2019
,Jordan Thomas,TE,HOU,"$570,000",2019
,Mason Cole,C,ARI,"$570,000",2019
,Deontay Burnett,WR,PHI,"$570,000",2019
,Reggie Gilbert,LB,TEN,"$570,000",2019
,Tyler Conklin,TE,MIN,"$570,000",2019
,Tanner Hudson,TE,TAM,"$570,000",2019
,Isaac Yiadom,CB,DEN,"$570,000",2019
,Ben Braden,OG,NYJ,"$570,000",2019
,Maurice Hurst,DT,OAK,"$570,000",2019
,Jeremiah Valoaga,DE,SFO,"$570,000",2019
1584.0,Jahlani Tavai,LB,DET,"$495,000",2019
,Bennett Jackson,CB,2TM,"$495,000",2019
,Andrew Beck,TE,DEN,"$495,000",2019
,Jonathan Ledbetter,DE,MIA,"$495,000",2019
,Nick Allegretti,G,KAN,"$495,000",2019
,Mack Wilson,LB,CLE,"$495,000",2019
,Braxton Berrios,WR,NYJ,"$495,000",2019
,Isaiah Buggs,DL,PIT,"$495,000",2019
,Malik Reed,LB,DEN,"$495,000",2019
,Codey McElroy,WR,TAM,"$495,000",2019
,Nick Gates,OT,NYG,"$495,000",2019
,Isaac Nauta,TE,DET,"$495,000",2019
,Kelvin Harmon,WR,WAS,"$495,000",2019
,Jarrett Stidham,QB,NWE,"$495,000",2019
,Clelin Ferrell,EDGE,OAK,"$495,000",2019
,Deandre Baker,CB,NYG,"$495,000",2019
,Chris Lacy,WR,DET,"$495,000",2019
,Drew Forbes,OT,CLE,"$495,000",2019
,Cyril Grayson,WR,TAM,"$495,000",2019
,Joey Slye,K,CAR,"$495,000",2019
,Cody Barton,LB,SEA,"$495,000",2019
,Ed Oliver,DL,BUF,"$495,000",2019
,Shakial Taylor,CB,IND,"$495,000",2019
,Andrew Brown,DE,CIN,"$495,000",2019
,Jordan Chunn,RB,DAL,"$495,000",2019
,Deebo Samuel,WR,SFO,"$495,000",2019
,Tevin Jones,WR,PIT,"$495,000",2019
,Matthew Orzech,TE,JAX,"$495,000",2019
,Jordan Scarlett,RB,CAR,"$495,000",2019
,Saquan Hampton,S,NOR,"$495,000",2019
,Jomal Wiltz,DB,MIA,"$495,000",2019
,J.P. Holtz,TE,2TM,"$495,000",2019
,Juan Thornhill,S,KAN,"$495,000",2019
,Anthony Nelson,DL,TAM,"$495,000",2019
,Michael Deiter,OL,MIA,"$495,000",2019
,Zach Triner,LS,TAM,"$495,000",2019
,Trace McSorley,QB,BAL,"$495,000",2019
,Diontae Johnson,WR,PIT,"$495,000",2019
,Will Harris,S,DET,"$495,000",2019
,Brandon Dillon,TE,MIN,"$495,000",2019
,Kris Boyd,CB,MIN,"$495,000",2019
,John Ursua,WR,SEA,"$495,000",2019
,Christian Miller,EDGE,CAR,"$495,000",2019
,Xavier Crawford,CB,2TM,"$495,000",2019
,Steven Sims,WR,WAS,"$495,000",2019
,Dare Ogunbowale,RB,TAM,"$495,000",2019
,Chris Lammons,DB,MIA,"$495,000",2019
,Hale Hentges,TE,WAS,"$495,000",2019
,Germaine Pratt,LB,CIN,"$495,000",2019
,Wes Martin,G,WAS,"$495,000",2019
,Blake Cashman,LB,NYJ,"$495,000",2019
,Nick Bawden,RB,DET,"$495,000",2019
,Gunner Olszewski,WR,NWE,"$495,000",2019
,Marvell Tell,S,IND,"$495,000",2019
,Fred Brown,WR,DEN,"$495,000",2019
,Travis Fulgham,WR,DET,"$495,000",2019
,Miles Sanders,RB,PHI,"$495,000",2019
,Emmanuel Moseley,CB,SFO,"$495,000",2019
,Daniel Brunskill,OT,SFO,"$495,000",2019
,Kyler Murray,QB,ARI,"$495,000",2019
,Kingsley Keke,DL,GNB,"$495,000",2019
,Chase Winovich,EDGE,NWE,"$495,000",2019
,Chris Peace,DE,2TM,"$495,000",2019
,Drew Lock,QB,DEN,"$495,000",2019
,Brian Burns,EDGE,CAR,"$495,000",2019
,Nsimba Webster,WR,LAR,"$495,000",2019
,Deonte Harris,WR,NOR,"$495,000",2019
,Linden Stephens,CB,MIA,"$495,000",2019
,Deon Cain,WR,2TM,"$495,000",2019
,Dalton Risner,OL,DEN,"$495,000",2019
,Andrew Van Ginkel,LB,MIA,"$495,000",2019
,Jake Rodgers,T,DEN,"$495,000",2019
,Jaeden Graham,TE,ATL,"$495,000",2019
,Frank Herron,DL,DET,"$495,000",2019
,Isaiah Prince,OL,MIA,"$495,000",2019
,Kahzin Daniels,LB,TAM,"$495,000",2019
,Robert Jackson,CB,CLE,"$495,000",2019
,Troy Fumagalli,TE,DEN,"$495,000",2019
,Khalen Saunders,DT,KAN,"$495,000",2019
,Steven Parker,DB,MIA,"$495,000",2019
,Myles Gaskin,RB,MIA,"$495,000",2019
,Diontae Spencer,WR,DEN,"$495,000",2019
,David Long,LB,TEN,"$495,000",2019
,Drue Tranquill,LB,LAC,"$495,000",2019
,Jamie Gillan,P,CLE,"$495,000",2019
,Trevon Wesco,TE,NYJ,"$495,000",2019
,Ryan Connelly,LB,NYG,"$495,000",2019
,Renell Wren,DL,CIN,"$495,000",2019
,KeeSean Johnson,WR,ARI,"$495,000",2019
,Byron Cowart,DL,NWE,"$495,000",2019
,Jordan Kunaszyk,LB,CAR,"$495,000",2019
,Montez Sweat,EDGE,WAS,"$495,000",2019
,Darius Slayton,WR,NYG,"$495,000",2019
,John Franklin,DB,TAM,"$495,000",2019
,Jimmy Moreland,CB,WAS,"$495,000",2019
,Amani Oruwariye,CB,DET,"$495,000",2019
,Erik McCoy,OL,NOR,"$495,000",2019
,Greg Gaines,DL,LAR,"$495,000",2019
,Rashard Davis,WR,TEN,"$495,000",2019
,Natrez Patrick,LB,LAR,"$495,000",2019
,Sean Murphy-Bunting,CB,TAM,"$495,000",2019
,Jester Weah,WR,WAS,"$495,000",2019
,Nick Scott,S,LAR,"$495,000",2019
,D'Ernest Johnson,RB,CLE,"$495,000",2019
,Coleman Shelton,C,LAR,"$495,000",2019
,Trent Harris,DL,MIA,"$495,000",2019
,Jonathan Wynn,DE,DET,"$495,000",2019
,Andre Dillard,OL,PHI,"$495,000",2019
,Kentavius Street,DT,SFO,"$495,000",2019
,Isaiah Mack,DT,TEN,"$495,000",2019
,Ryan Finley,QB,CIN,"$495,000",2019
,Jeffery Simmons,DL,TEN,"$495,000",2019
,Sione Takitaki,LB,CLE,"$495,000",2019
,Jamarco Jones,OT,SEA,"$495,000",2019
,Dennis Daley,OL,CAR,"$495,000",2019
,Roderic Teamer,S,LAC,"$495,000",2019
,Mark Walton,RB,MIA,"$495,000",2019
,Cedrick Wilson,WR,DAL,"$495,000",2019
,Devine Ozigbo,RB,JAX,"$495,000",2019
,T.J. Hockenson,TE,DET,"$495,000",2019
,Jalen Thompson,,ARI,"$495,000",2019
,Chauncey Gardner-Johnson,S,NOR,"$495,000",2019
,Austin Schlottmann,G,DEN,"$495,000",2019
,Andrew Wingard,S,JAX,"$495,000",2019
,Marquise Blair,S,SEA,"$495,000",2019
,Gary Jennings,WR,MIA,"$495,000",2019
,Luke Gifford,LB,DAL,"$495,000",2019
,Ken Webster,CB,MIA,"$495,000",2019
,Darvin Kidsy,WR,WAS,"$495,000",2019
,Jacob Tuioti-Mariner,DT,ATL,"$495,000",2019
,Patrick Mekari,G,BAL,"$495,000",2019
,Blessuan Austin,CB,NYJ,"$495,000",2019
,Jordan Miller,CB,ATL,"$495,000",2019
,Greedy Williams,CB,CLE,"$495,000",2019
,Tuzar Skipper,LB,NYG,"$495,000",2019
,Byron Pringle,WR,KAN,"$495,000",2019
,Hercules Mata'afa,DE,MIN,"$495,000",2019
,Ryan Izzo,TE,NWE,"$495,000",2019
,Quincy Williams,,JAX,"$495,000",2019
,Charles Omenihu,DL,HOU,"$495,000",2019
,Dallin Leavitt,S,OAK,"$495,000",2019
,Samuel Eguavoen,LB,MIA,"$495,000",2019
,Kyle Allen,QB,CAR,"$495,000",2019
,Cole Holcomb,LB,WAS,"$495,000",2019
,Mitch Wishnowsky,P,SFO,"$495,000",2019
,C.J. Board,WR,JAX,"$495,000",2019
,David Long,CB,LAR,"$495,000",2019
,Cullen Gillaspia,RB,HOU,"$495,000",2019
,Olamide Zaccheaus,WR,ATL,"$495,000",2019
,Trey Pipkins,OT,LAC,"$495,000",2019
,Darrell Henderson,RB,LAR,"$495,000",2019
,James Vaughters,LB,CHI,"$495,000",2019
,Steven Mitchell,WR,HOU,"$495,000",2019
,Khari Willis,S,IND,"$495,000",2019
,Drew Sample,TE,CIN,"$495,000",2019
,Darwin Thompson,RB,KAN,"$495,000",2019
,Miles Brown,DT,ARI,"$495,000",2019
,Andre James,T,OAK,"$495,000",2019
,Bo Scarbrough,RB,DET,"$495,000",2019
,Zach Allen,DL,ARI,"$495,000",2019
,Trayvon Mullen,CB,OAK,"$495,000",2019
,Nate Davis,OL,TEN,"$495,000",2019
,Chris Lindstrom,OL,ATL,"$495,000",2019
,Tytus Howard,,HOU,"$495,000",2019
,Noah Fant,TE,DEN,"$495,000",2019
,Darryl Johnson,DE,BUF,"$495,000",2019
,Brady Sheldon,LB,CIN,"$495,000",2019
,Keisean Nixon,CB,OAK,"$495,000",2019
,Shy Tuttle,DL,NOR,"$495,000",2019
,Jake Bailey,P,NWE,"$495,000",2019
,Cam Sims,WR,WAS,"$495,000",2019
,Corey Ballentine,CB,NYG,"$495,000",2019
,Patrick Laird,RB,MIA,"$495,000",2019
,Andy Isabella,WR,ARI,"$495,000",2019
,David Montgomery,RB,CHI,"$495,000",2019
,Dre'Mont Jones,DL,DEN,"$495,000",2019
,Qadree Ollison,RB,ATL,"$495,000",2019
,David Edwards,OL,LAR,"$495,000",2019
,Joe Jackson,EDGE,DAL,"$495,000",2019
,Dakota Allen,LB,2TM,"$495,000",2019
,Michael Jordan,OL,CIN,"$495,000",2019
,Jonathan Owens,S,HOU,"$495,000",2019
,Kasey Redfern,P,ATL,"$495,000",2019
,Ugochukwu Amadi,S,SEA,"$495,000",2019
,Juwann Winfree,WR,DEN,"$495,000",2019
,Benny Snell,,PIT,"$495,000",2019
,Greg Little,OL,CAR,"$495,000",2019
,Amani Hooker,S,TEN,"$495,000",2019
,Jerry Tillery,DL,LAC,"$495,000",2019
,Fred Johnson,G,CIN,"$495,000",2019
,Dwayne Haskins,QB,WAS,"$495,000",2019
,Shareef Miller,EDGE,PHI,"$495,000",2019
,Duke Williams,WR,BUF,"$495,000",2019
,Dan Skipper,OT,2TM,"$495,000",2019
,Bobby Okereke,LB,IND,"$495,000",2019
,Quinnen Williams,DL,NYJ,"$495,000",2019
,Emeke Egbule,LB,LAC,"$495,000",2019
,Michael Jackson,CB,DET,"$495,000",2019
,Beau Benzschawel,G,DET,"$495,000",2019
,Ryan Nall,RB,CHI,"$495,000",2019
,Ben Burr-Kirven,LB,SEA,"$495,000",2019
,Joe Giles-Harris,LB,JAX,"$495,000",2019
,Nick Bosa,EDGE,SFO,"$495,000",2019
,Brad Lundblade,C,CAR,"$495,000",2019
,Jaylon Ferguson,DE,BAL,"$495,000",2019
,Jakobi Meyers,WR,NWE,"$495,000",2019
,Kerrith Whyte,RB,PIT,"$495,000",2019
,Tony Pollard,RB,DAL,"$495,000",2019
,Joejuan Williams,CB,NWE,"$495,000",2019
,Jawaan Taylor,OL,JAX,"$495,000",2019
,A.J. Brown,WR,TEN,"$495,000",2019
,Trayveon Williams,RB,CIN,"$495,000",2019
,Trysten Hill,DL,DAL,"$495,000",2019
,Daniel Ekuale,DL,CLE,"$495,000",2019
,Marquise Brown,WR,BAL,"$495,000",2019
,Taylor Rapp,S,LAR,"$495,000",2019
,Rico Gafford,WR,OAK,"$495,000",2019
,Elgton Jenkins,OL,GNB,"$495,000",2019
,Matt Gay,K,TAM,"$495,000",2019
,L.J. Collier,DL,SEA,"$495,000",2019
,Jaleel Scott,WR,BAL,"$495,000",2019
,Travin Howard,OLB,LAR,"$495,000",2019
,Devin Bush,LB,PIT,"$495,000",2019
,Mark Fields,CB,MIN,"$495,000",2019
,Parris Campbell,WR,IND,"$495,000",2019
,Joshua Miles,OT,ARI,"$495,000",2019
,Chandler Cox,RB,MIA,"$495,000",2019
,Nasir Adderley,S,LAC,"$495,000",2019
,Bryan Mone,DT,SEA,"$495,000",2019
,Josh Oliver,TE,JAX,"$495,000",2019
,Dexter Lawrence,DL,NYG,"$495,000",2019
,Chuma Edoga,OL,NYJ,"$495,000",2019
,Patrick Morris,C,DEN,"$495,000",2019
,Max Scharping,OT,HOU,"$495,000",2019
,Travis Homer,RB,SEA,"$495,000",2019
,John Cominsky,DE,ATL,"$495,000",2019
,Austin Seibert,K,CLE,"$495,000",2019
,Damien Harris,RB,NWE,"$495,000",2019
,Reggie Bonnafon,RB,CAR,"$495,000",2019
,Riley Ridley,WR,CHI,"$495,000",2019
,Darrius Shepherd,WR,GNB,"$495,000",2019
,Dawson Knox,TE,BUF,"$495,000",2019
,Rock Ya-Sin,CB,IND,"$495,000",2019
,Miles Boykin,WR,BAL,"$495,000",2019
,Ryan Hunter,T,KAN,"$495,000",2019
,Ty Johnson,RB,DET,"$495,000",2019
,Johnathan Abram,S,OAK,"$495,000",2019
,Scott Miller,WR,TAM,"$495,000",2019
,Devin Singletary,RB,BUF,"$495,000",2019
,Joey Ivie,DT,2TM,"$495,000",2019
,Dontavius Russell,DL,JAX,"$495,000",2019
,Will Grier,QB,CAR,"$495,000",2019
,Preston Williams,WR,MIA,"$495,000",2019
,Allen Lazard,WR,GNB,"$495,000",2019
,Mike Edwards,S,TAM,"$495,000",2019
,Ryan Santoso,P,TEN,"$495,000",2019
,Josh Allen,EDGE,JAX,"$495,000",2019
,Krishawn Hogan,WR,NOR,"$495,000",2019
,Kaden Elliss,LB,NOR,"$495,000",2019
,Brandin Bryant,DL,CLE,"$495,000",2019
,Abdullah Anderson,DT,CHI,"$495,000",2019
,David Blough,QB,DET,"$495,000",2019
,Jace Sternberger,TE,GNB,"$495,000",2019
,Cole Luke,CB,CAR,"$495,000",2019
,Shaq Calhoun,G,MIA,"$495,000",2019
,D.K. Metcalf,WR,SEA,"$495,000",2019
,Garrett Bradbury,OL,MIN,"$495,000",2019
,Eddy Pineiro,K,CHI,"$495,000",2019
,Quentin Poling,LB,OAK,"$495,000",2019
,Alec Ingold,FB,OAK,"$495,000",2019
,Gardner Minshew,QB,JAX,"$495,000",2019
,Carl Granderson,DE,NOR,"$495,000",2019
,Cortez Broughton,DL,LAC,"$495,000",2019
,Alexander Mattison,RB,MIN,"$495,000",2019
,Josh Jacobs,RB,OAK,"$495,000",2019
,Timon Parris,T,WAS,"$495,000",2019
,Justin Hollins,EDGE,DEN,"$495,000",2019
,Simeon Thomas,CB,WAS,"$495,000",2019
,Troy Reeder,LB,LAR,"$495,000",2019
,Kaleb McGary,OL,ATL,"$495,000",2019
,Jamel Dean,CB,TAM,"$495,000",2019
,Robert Spillane,LB,PIT,"$495,000",2019
,Kendall Sheffield,CB,ATL,"$495,000",2019
,Ryquell Armstead,RB,JAX,"$495,000",2019
,N'Keal Harry,WR,NWE,"$495,000",2019
,Sam Ficken,K,NYJ,"$495,000",2019
,Lonnie Johnson,CB,HOU,"$495,000",2019
,Christian Wilkins,DL,MIA,"$495,000",2019
,Trayvon Henderson,S,CIN,"$495,000",2019
,Tommy Sweeney,TE,BUF,"$495,000",2019
,Cody Ford,OL,BUF,"$495,000",2019
,Daniel Jones,QB,NYG,"$495,000",2019
,Austin Cutting,LS,MIN,"$495,000",2019
,David Quessenberry,OT,TEN,"$495,000",2019
,Deionte Thompson,S,ARI,"$495,000",2019
,Jeremy Reaves,FS,WAS,"$495,000",2019
,Azeez Al-Shaair,LB,SFO,"$495,000",2019
,Byron Murphy,CB,ARI,"$495,000",2019
,Andre Patton,WR,LAC,"$495,000",2019
,Bobby Evans,OL,LAR,"$495,000",2019
,Josh Woods,LB,CHI,"$495,000",2019
,Julian Love,CB,NYG,"$495,000",2019
,Devin White,LB,TAM,"$495,000",2019
,Duke Shelley,CB,CHI,"$495,000",2019
,John Atkins,DT,DET,"$495,000",2019
,Brandon Knight,T,DAL,"$495,000",2019
,Oshane Ximines,EDGE,NYG,"$495,000",2019
,Kevin Strong,DT,DET,"$495,000",2019
,Kyle Phillips,DL,NYJ,"$495,000",2019
,Rolan Milligan,S,IND,"$495,000",2019
,Damion Willis,WR,CIN,"$495,000",2019
,Alex Singleton,LB,PHI,"$495,000",2019
,Nate Herbig,G,PHI,"$495,000",2019
,Evan Baylis,TE,GNB,"$495,000",2019
,Donovan Olumba,CB,DAL,"$495,000",2019
,Justin Layne,CB,PIT,"$495,000",2019
,Cole Mazza,LS,LAC,"$495,000",2019
,Donovan Wilson,S,DAL,"$495,000",2019
,Austin Bryant,EDGE,DET,"$495,000",2019
,Rob McCray,LB,CLE,"$495,000",2019
,Mecole Hardman,WR,KAN,"$495,000",2019
,Christian Blake,WR,ATL,"$495,000",2019
,Terry McLaurin,WR,WAS,"$495,000",2019
,JJ Arcega-Whiteside,WR,PHI,"$495,000",2019
,Rashad Fenton,CB,KAN,"$495,000",2019
,Jaquan Johnson,CB,BUF,"$495,000",2019
,Michael Dogbe,DL,ARI,"$495,000",2019
,Ross Pierschbacher,OL,WAS,"$495,000",2019
1912.0,Alex Redmond,G,CIN,"$493,236",2019
1913.0,Holton Hill,CB,MIN,"$435,882",2019
1914.0,Tyrone Swoopes,TE,SEA,"$378,000",2019
