Rk,Player,Pos,Tm,Cap Hit
,George Kittle,TE,SFO,"$465,000"
,Evan Dietrich-Smith,G,TAM,"$465,000"
,Tedric Thompson,SS,SEA,"$465,000"
,Carlos Watkins,DT,HOU,"$465,000"
,Sean Culkin,TE,LAC,"$465,000"
,Hardy Nickerson,ILB,CIN,"$465,000"
,Amara Darboh,WR,SEA,"$465,000"
,Jeremiah Ledbetter,DT,DET,"$465,000"
,Ukeme Eligwe,OLB,KAN,"$465,000"
,Joe Mixon,RB,CIN,"$465,000"
,Chad Wheeler,OT,NYG,"$465,000"
,Deyshawn Bond,C,IND,"$465,000"
,Mack Hollins,WR,PHI,"$465,000"
,Eddie Yarbrough,DE,BUF,"$465,000"
,Teez Tabor,CB,DET,"$465,000"
,Justin Evans,SS,TAM,"$465,000"
,Christian McCaffrey,RB,CAR,"$465,000"
,Zach Banner,OG,CLE,"$465,000"
,O.J. Howard,TE,TAM,"$465,000"
,Montravius Adams,DT,GNB,"$465,000"
,Tarell Basham,DE,IND,"$465,000"
,Jehu Chesson,WR,KAN,"$465,000"
,Torry McTyer,CB,MIA,"$465,000"
,Chris Wormley,DT,BAL,"$465,000"
,Kenny Moore,CB,IND,"$465,000"
,C.J. Ham,RB,MIN,"$465,000"
,Dion Dawkins,OG,BUF,"$465,000"
,Kendrick Bourne,WR,SFO,"$465,000"
,Giorgio Tavecchio,K,OAK,"$465,000"
,Taylor Moton,OT,CAR,"$465,000"
,Desmond King,FS,LAC,"$465,000"
,Jonnu Smith,TE,TEN,"$465,000"
,Haason Reddick,OLB,ARI,"$465,000"
,Aaron Jones,RB,GNB,"$465,000"
,Kenny Golladay,WR,DET,"$465,000"
,Tre Madden,RB,SEA,"$465,000"
,Brian Allen,CB,PIT,"$465,000"
,Derrick Jones,CB,NYJ,"$465,000"
,Danny Isidora,OG,MIN,"$465,000"
,Zay Jones,WR,BUF,"$465,000"
,T.J. Watt,OLB,PIT,"$465,000"
,Carl Lawson,DE,CIN,"$465,000"
,Trae Elston,DB,2TM,"$465,000"
,Marcus Maye,FS,NYJ,"$465,000"
,Lorenzo Jerome,DB,SFO,"$465,000"
,Tanner Gentry,WR,CHI,"$465,000"
,Jeremiah Valoaga,DE,DET,"$465,000"
,Tyus Bowser,OLB,BAL,"$465,000"
,Taywan Taylor,WR,TEN,"$465,000"
,Ryan Glasgow,DT,CIN,"$465,000"
,James Conner,RB,PIT,"$465,000"
,Alex Barrett,DE,DET,"$465,000"
,Kasen Williams,WR,CLE,"$465,000"
,Maurice Smith,FS,MIA,"$465,000"
,Kendell Beckwith,ILB,TAM,"$465,000"
,Tim Williams,OLB,BAL,"$465,000"
,Rasul Douglas,CB,PHI,"$465,000"
,D'Onta Foreman,RB,HOU,"$465,000"
,Solomon Thomas,DE,SFO,"$465,000"
,Jonathan Allen,DT,WAS,"$465,000"
,Josh Jones,S,GNB,"$465,000"
,Montae Nicholson,SS,WAS,"$465,000"
,Treyvon Hester,DT,OAK,"$465,000"
,Matt Milano,OLB,BUF,"$465,000"
,Jaylen Hill,CB,BAL,"$465,000"
,Pat Elflein,C,MIN,"$465,000"
,Ethan Pocic,C,SEA,"$465,000"
,Tyrique Jarrett,DT,DEN,"$465,000"
,Cam Robinson,OT,JAX,"$465,000"
,Devante Bond,OLB,TAM,"$465,000"
,Jacob Hollister,TE,NWE,"$465,000"
,Ryan Switzer,WR,DAL,"$465,000"
,Adam Butler,DT,NWE,"$465,000"
1744.0,Jonathan Freeny,DE,3TM,"$455,882"
,Orlando Franklin,OL,WAS,"$455,882"
,Sean Weatherspoon,LB,ATL,"$455,882"
,Gavin Escobar,TE,BAL,"$455,882"
1748.0,Khyri Thornton,DT,DET,"$452,941"
1749.0,Jacquies Smith,DE,2TM,"$446,471"
1750.0,Curtis Grant,LB,NYG,"$437,648"
1751.0,Adam Pankey,OG,GNB,"$437,647"
,Tony McRae,CB,2TM,"$437,647"
,Elijah Lee,OLB,SFO,"$437,647"
,Evan Baylis,TE,HOU,"$437,647"
,Lawrence Thomas,DE,NYJ,"$437,647"
,Michael Davis,,LAC,"$437,647"
,Mike Davis,RB,SEA,"$437,647"
1758.0,Kelvin Sheppard,LB,NYG,"$423,529"
1759.0,Louis Murphy,WR,SFO,"$423,528"
1760.0,Jordan Lucas,SS,MIA,"$421,941"
1761.0,Deon King,LB,CLE,"$412,945"
,Scooby Wright,ILB,ARI,"$412,945"
,Chris Reed,G,JAX,"$412,945"
1764.0,Quinton Jefferson,DT,SEA,"$412,941"
,Mike Thomas,WR,LAR,"$412,941"
,Bryce Treggs,WR,CLE,"$412,941"
,Branden Jackson,DE,SEA,"$412,941"
1768.0,Jordan Leslie,WR,CLE,"$410,295"
,Reggie Porter,CB,CLE,"$410,295"
1770.0,Travaris Cadet,RB,2TM,"$410,294"
,Don Barclay,G,DET,"$410,294"
,T.J. Yates,QB,HOU,"$410,294"
,Devin Taylor,DE,NYG,"$410,294"
,Ricky Seals-Jones,WR,ARI,"$410,294"
,Alex Armah,FB,CAR,"$410,294"
,Matt Skura,C,BAL,"$410,294"
,Justin Hardee,WR,NOR,"$410,294"
1778.0,Robert Nelson,FS,NYJ,"$405,882"
1779.0,David Fales,QB,MIA,"$405,880"
1780.0,Jairus Byrd,DB,CAR,"$404,648"
1781.0,Josh Lambo,K,JAX,"$397,941"
,Michael Ola,T,LAC,"$397,941"
1783.0,A.J. Francis,DL,WAS,"$397,936"
1784.0,Aaron Wallace,OLB,TEN,"$383,824"
1785.0,Chris Thompson,WR,HOU,"$382,942"
,Chris Thompson,RB,WAS,"$382,942"
1787.0,Harrison Butker,K,KAN,"$382,941"
,Taybor Pepper,LS,GNB,"$382,941"
,Bryan Cox,DE,CAR,"$382,941"
1790.0,Patrick Murray,K,TAM,"$381,176"
,Justin March-Lillard,LB,3TM,"$381,176"
,Darnell Sankey,LB,IND,"$381,176"
,Shilique Calhoun,DE,OAK,"$381,176"
1794.0,Will Beatty,T,PHI,"$370,588"
,Dannell Ellerbe,LB,PHI,"$370,588"
1796.0,Cam Thomas,DT,KAN,"$370,587"
1797.0,Brenton Bersin,WR,CAR,"$365,292"
1798.0,Jeff Cumberland,TE,LAC,"$364,706"
1799.0,Maurice Canady,CB,BAL,"$363,000"
,Ronald Blair,DE,SFO,"$363,000"
,Deiondre' Hall,CB,CHI,"$363,000"
1802.0,Arie Kouandjio,OG,WAS,"$361,765"
,Trevor Reilly,OLB,NWE,"$361,765"
1804.0,Isaiah Johnson,S,TAM,"$355,589"
,Jon Halapio,OG,NYG,"$355,589"
1806.0,Kyle Kalis,OG,IND,"$355,588"
,Isaiah Irving,OLB,CHI,"$355,588"
,Henry Krieger-Coble,TE,IND,"$355,588"
,Greg Mabin,CB,2TM,"$355,588"
1810.0,Darrelle Revis,DB,KAN,"$352,941"
1811.0,Jermaine Whitehead,DB,GNB,"$349,415"
,Joe Callahan,QB,GNB,"$349,415"
,Richard Ash,DT,DAL,"$349,415"
1814.0,Daniel Lasco,RB,NOR,"$349,412"
1815.0,Obi Melifonwu,SS,OAK,"$348,000"
,Dede Westbrook,WR,JAX,"$348,000"
,Jeremy Clark,CB,NYJ,"$348,000"
,Marquez Williams,FB,CLE,"$348,000"
,Vince Biegel,OLB,GNB,"$348,000"
,Cameron Sutton,CB,PIT,"$348,000"
1821.0,Adam Bighill,LB,NOR,"$328,236"
,Tani Tupou,DT,ATL,"$328,236"
,Marvin Hall,WR,ATL,"$328,236"
,Donte Deayon,DB,NYG,"$328,236"
1825.0,Travis Rudolph,WR,NYG,"$328,235"
,Ed Eagan,WR,NYG,"$328,235"
,Marcus Kemp,WR,KAN,"$328,235"
,Cole Hikutini,TE,SFO,"$328,235"
,Xavier Coleman,CB,NYJ,"$328,235"
1830.0,Xavier Cooper,DT,2TM,"$325,588"
,Josh Keyes,LB,2TM,"$325,588"
,Angelo Blackson,DT,HOU,"$325,588"
,Tyreek Burwell,T,IND,"$325,588"
1834.0,Cyrus Kouandjio,OT,DEN,"$324,706"
1835.0,Akeem Ayers,LB,NYG,"$319,118"
,Harlan Miller,CB,ARI,"$319,118"
1837.0,Joshua Perry,OLB,IND,"$317,647"
,Matt Lengel,TE,CLE,"$317,647"
1839.0,Hunter Sharp,WR,2TM,"$300,883"
,Jerrol Garcia-Williams,LB,DEN,"$300,883"
,Jaydon Mickens,WR,JAX,"$300,883"
,Nathan Gerry,SS,PHI,"$300,883"
,Elijah Wilkinson,OT,DEN,"$300,883"
1844.0,Nick Rose,K,2TM,"$300,882"
1845.0,Ray-Ray Armstrong,LB,2TM,"$294,118"
1846.0,Freddie Martino,WR,TAM,"$289,408"
1847.0,Nate Sudfeld,QB,PHI,"$285,882"
,D.J. White,CB,IND,"$285,882"
1849.0,Jace Billingsley,WR,DET,"$273,530"
,Dan Skipper,OT,DET,"$273,530"
,Kevin Snyder,LB,DEN,"$273,530"
,Blake Jarwin,TE,DAL,"$273,530"
1853.0,Elijah Hood,RB,OAK,"$273,529"
1854.0,Ben Braunecker,TE,CHI,"$254,120"
,Joey Mbu,NT,IND,"$254,120"
1856.0,Max Tuerk,C,ARI,"$254,118"
1857.0,Zach Vigil,ILB,WAS,"$253,235"
1858.0,Terrence Magee,RB,ATL,"$253,232"
,Deiontrez Mount,OLB,DEN,"$253,232"
1860.0,Donatello Brown,CB,GNB,"$246,177"
,Marshall Koehn,K,CIN,"$246,177"
,Darrell Williams,OL,SFO,"$246,177"
,Bryson Albright,LB,ARI,"$246,177"
,Derek Hart,LS,GNB,"$246,177"
1865.0,Cairo Santos,K,2TM,"$243,529"
,Fitzgerald Toussaint,RB,PIT,"$243,529"
,Demetrius Rhaney,C,WAS,"$243,529"
1868.0,Mike Nugent,K,2TM,"$235,294"
1869.0,Tim Barnes,C,SFO,"$227,941"
,Datone Jones,DE,2TM,"$227,941"
,Chris Prosinski,DB,CHI,"$227,941"
1872.0,Joe Kerridge,FB,GNB,"$222,353"
,Vinston Painter,OT,ARI,"$222,353"
,Kalif Raymond,WR,2TM,"$222,353"
,Byron Marshall,RB,WAS,"$222,353"
1876.0,Johnny Mundt,TE,LAR,"$218,824"
,Jojo Natson,WR,NYJ,"$218,824"
,Joseph Jones,OLB,DEN,"$218,824"
,Brandon Banks,DL,WAS,"$218,824"
,Darius Hillary,CB,CLE,"$218,824"
,Brandon Wilson,CB,CIN,"$218,824"
,Chunky Clements,DT,HOU,"$218,824"
,Maurice Harris,WR,WAS,"$218,824"
,Lewis Neal,DE,DAL,"$218,824"
,Josh Forrest,ILB,SEA,"$218,824"
,Daniel Ross,DT,DAL,"$218,824"
,Zach Sterup,OL,MIA,"$218,824"
,Josh Tupou,DT,CIN,"$218,824"
1889.0,Howard Jones,LB,CHI,"$217,059"
,Neville Hewitt,LB,MIA,"$217,059"
,Dexter McDougle,CB,2TM,"$217,059"
1892.0,Orson Charles,TE,KAN,"$202,940"
1893.0,Austin Traylor,TE,DEN,"$191,471"
,Colin Holba,LS,JAX,"$191,471"
,Larry Pinkard,WR,JAX,"$191,471"
1896.0,Cobi Hamilton,WR,HOU,"$190,590"
1897.0,Christian Ringo,DE,DET,"$190,588"
1898.0,Spencer Paysinger,LB,CAR,"$182,353"
1899.0,Bradley Marquez,WR,DET,"$180,882"
1900.0,Khalif Barnes,T,ARI,"$176,471"
1901.0,Justin Currie,S,CLE,"$164,118"
,David Moore,WR,SEA,"$164,118"
,Pete Robertson,LB,WAS,"$164,118"
,LeShun Daniels,RB,WAS,"$164,118"
,Jason Vander Laan,TE,IND,"$164,118"
,Kevin Peterson,CB,LAR,"$164,118"
,Eric Lee,LB,NWE,"$164,118"
1908.0,Brandon Dixon,CB,NYG,"$158,825"
,Gabe Martin,LB,ARI,"$158,825"
,Carlos Thompson,LB,LAR,"$158,825"
,Bronson Hill,RB,ARI,"$158,825"
1912.0,Bryan Braman,LB,PHI,"$158,824"
,Nicholas Grigsby,LB,NWE,"$158,824"
,Anthony Fabiano,OL,IND,"$158,824"
1915.0,MyCole Pruitt,TE,HOU,"$144,706"
,Anthony Johnson,DT,IND,"$144,706"
,Cameron Lynch,LB,2TM,"$144,706"
1918.0,LaTroy Lewis,LB,HOU,"$136,765"
,Travis Coons,K,LAC,"$136,765"
,Lavar Edwards,DE,CLE,"$136,765"
,Bernard Reedy,WR,2TM,"$136,765"
,Marcus Rios,CB,DEN,"$136,765"
,Mike Liedtke,OL,TAM,"$136,765"
,Cameron Malveaux,DE,MIA,"$136,765"
,Carroll Phillips,OLB,JAX,"$136,765"
,Gimel President,DE,HOU,"$136,765"
,De'Veon Smith,RB,MIA,"$136,765"
,Michael Clark,WR,GNB,"$136,765"
,Chad Slade,G,HOU,"$136,765"
,Arthur Maulet,CB,NOR,"$136,765"
,Isaac Whitney,WR,OAK,"$136,765"
,Jesus Wilson,WR,TAM,"$136,765"
,Jeremy McNichols,RB,SFO,"$136,765"
,Rodney Coe,DT,SEA,"$136,765"
,K.J. Brent,WR,IND,"$136,765"
,Garrett Griffin,TE,NOR,"$136,765"
,Pat O'Connor,DE,TAM,"$136,765"
1938.0,Stanley Jean-Baptiste,CB,BAL,"$127,060"
1939.0,Darius Powe,WR,NYG,"$127,059"
1940.0,Keith Reaser,CB,2TM,"$121,765"
1941.0,DeAndrew White,WR,HOU,"$109,412"
,Justin Hamilton,DT,2TM,"$109,412"
,Robert Davis,WR,WAS,"$109,412"
,Nordly Capi,LB,2TM,"$109,412"
,Rashaad Coward,DT,CHI,"$109,412"
1946.0,Isaiah Johnson,DB,LAR,"$108,529"
,Taylor Heinicke,QB,HOU,"$108,529"
1948.0,Kapri Bibbs,RB,WAS,"$108,528"
1949.0,John Phillips,TE,NOR,"$105,882"
1950.0,Kyle Carter,TE,MIN,"$100,800"
1951.0,C.J. Smith,CB,CLE,"$95,294"
,Tyvis Powell,FS,SFO,"$95,294"
,Gabe Holmes,TE,ARI,"$95,294"
,Paul Dawson,OLB,SEA,"$95,294"
,Matt Hazel,WR,IND,"$95,294"
1956.0,Cameron Lee,G,CHI,"$93,600"
1957.0,Matt LaCosse,TE,2TM,"$82,059"
,Isaac Rochell,DE,LAC,"$82,059"
,Kache Palacio,LB,SEA,"$82,059"
,Otha Peters,LB,WAS,"$82,059"
,Brandon Bell,OLB,CIN,"$82,059"
,Leon McQuay,S,KAN,"$82,059"
,Breon Borders,CB,BUF,"$82,059"
,Jarveon Williams,HB,CIN,"$82,059"
,Dymonte Thomas,SS,DEN,"$82,059"
,Ryan Murphy,FS,NYG,"$82,059"
,Riley Bullough,ILB,TAM,"$82,059"
1968.0,Caraun Reid,DT,DET,"$81,176"
1969.0,David Quessenberry,OT,HOU,"$72,353"
,Ronald Martin,SS,IND,"$72,353"
,James Stone,C,OAK,"$72,353"
1972.0,Michael Hunter,CB,NYG,"$63,529"
,Channing Ward,DE,TAM,"$63,529"
1974.0,James Harrison,LB,2TM,"$58,824"
,Tony McDaniel,DT,2TM,"$58,824"
1976.0,Sam Ficken,K,LAR,"$54,706"
,Fish Smithson,S,WAS,"$54,706"
,Pharaoh Brown,TE,OAK,"$54,706"
,Andy Jones,WR,2TM,"$54,706"
,Brett Boyko,T,LAC,"$54,706"
,Reggie Gilbert,LB,GNB,"$54,706"
,Dare Ogunbowale,RB,WAS,"$54,706"
,Brady Sheldon,LB,OAK,"$54,706"
,Ryan Malleck,TE,HOU,"$54,706"
,David Rivers,CB,TAM,"$54,706"
,Kent Perkins,OT,CIN,"$54,706"
,Mose Frazier,WR,CAR,"$54,706"
1988.0,Krishawn Hogan,WR,IND,"$38,294"
1989.0,Marcus Murphy,RB,BUF,"$36,176"
,Edmond Robinson,OLB,NYJ,"$36,176"
1991.0,Hakeem Valles,TE,DET,"$31,765"
,Marquis Bundy,WR,NYG,"$31,765"
1993.0,Derrick Mathews,LB,NYG,"$27,353"
,Rickey Hatley,DT,BUF,"$27,353"
,Emanuel Byrd,TE,GNB,"$27,353"
,Aaron Neary,C,LAR,"$27,353"
,Garrett Sickels,DE,LAR,"$27,353"
,Jeff Overbaugh,LS,MIN,"$27,353"
,Quincy Adeboyejo,WR,BAL,"$27,353"
